fuel_liters,ice_kg,water_liters,fuel_cost_lkr,ice_cost_lkr,water_cost_lkr
96.37,18.49,11.36,17057.49,221.88,56.8
160.38,63.45,32.37,65755.8,761.4,161.85
110.26,28.15,14.34,49617.0,337.8,71.7
170.84,53.85,34.48,43393.36,646.2,172.4
392.34,139.6,270.1,156936.0,1675.2,0.0
6835.52,3822.32,6282.53,2939273.6,45867.84,0.0
3985.41,3958.45,6316.31,482234.61,47501.4,0.0
0.0,21.6,10.69,0.0,259.2,53.45
172.56,38.23,26.83,77652.0,458.76,134.15
73.41,21.46,10.84,24959.4,257.52,54.2
280.49,232.98,541.57,112196.0,2795.76,0.0
121.81,41.04,21.84,30939.74,492.48,109.2
554.45,133.64,293.32,255047.0,1603.68,0.0
30.14,18.11,12.37,2622.18,217.32,61.85
23.28,19.43,11.39,8497.2,233.16,56.95
535.99,213.33,437.82,230475.7,2559.96,0.0
380.72,106.1,213.74,46067.12,1273.2,0.0
281.98,43.44,25.87,71622.92,521.28,129.35
47.94,19.39,10.72,4170.78,232.68,53.6
324.99,159.27,276.66,139745.7,1911.24,0.0
2400.72,1564.44,1631.03,290487.12,18773.28,0.0
75.76,18.17,10.32,19243.04,218.04,51.6
105.92,33.79,17.52,18747.84,405.48,87.6
277.64,213.57,453.81,48864.64,2562.84,0.0
289.89,332.59,661.1,35076.69,3991.08,0.0
227.11,29.51,20.4,40198.47,354.12,102.0
453.48,330.49,656.85,54871.08,3965.88,0.0
179.65,41.62,88.03,21737.65,499.44,440.15
13185.7,8859.4,12144.31,6065422.0,106312.8,0.0
212.09,37.17,26.57,89077.8,446.04,132.85
51.63,20.2,8.69,21168.3,242.4,43.45
150.76,21.1,9.54,50956.88,253.2,47.7
239.76,30.51,16.89,60899.04,366.12,84.45
105.35,19.29,10.21,38979.5,231.48,51.05
34.59,19.79,11.46,3009.33,237.48,57.3
122.51,126.43,250.82,52679.3,1517.16,0.0
219.53,116.58,232.89,94397.9,1398.96,0.0
44.31,19.02,11.0,16173.15,228.24,55.0
0.0,19.77,10.93,0.0,237.24,54.65
52.05,21.09,10.88,4528.35,253.08,54.4
514.91,302.99,560.24,90624.16,3635.88,0.0
0.0,21.78,10.15,0.0,261.36,50.75
496.2,199.17,415.06,228252.0,2390.04,0.0
15888.61,6387.29,9090.05,6593773.15,76647.48,0.0
37.52,19.92,11.17,13694.8,239.04,55.85
145.57,55.4,119.0,17613.97,664.8,595.0
714.23,269.18,576.08,299976.6,3230.16,0.0
202.29,37.83,21.32,91030.5,453.96,106.6
489.11,241.3,413.0,224990.6,2895.6,0.0
154.43,62.97,132.34,66404.9,755.64,661.7
3838.5,1972.34,2681.98,1592977.5,23668.08,0.0
94.02,33.7,17.5,42309.0,404.4,87.5
51.64,66.2,155.1,21430.6,794.4,775.5
532.23,336.11,580.44,220875.45,4033.32,0.0
602.39,179.68,395.71,259027.7,2156.16,0.0
157.93,22.06,12.16,40114.22,264.72,60.8
4256.0,2572.61,2736.55,1830080.0,30871.32,0.0
71.92,36.65,24.81,32364.0,439.8,124.05
170.51,22.57,10.82,76729.5,270.84,54.1
119.3,47.99,29.42,44141.0,575.88,147.1
179.43,33.53,17.7,45575.22,402.36,88.5
289.01,119.74,234.15,115604.0,1436.88,0.0
269.32,60.84,37.25,47669.64,730.08,186.25
129.48,26.43,14.82,43764.24,317.16,74.1
60.37,23.97,14.2,10685.49,287.64,71.0
5850.96,2111.13,2246.68,707966.16,25333.56,0.0
86.11,30.25,16.24,21871.94,363.0,81.2
61.7,20.81,10.82,5367.9,249.72,54.1
107.11,29.94,16.59,48199.5,359.28,82.95
47.16,18.2,8.56,16034.4,218.4,42.8
166.66,43.22,103.43,71663.8,518.64,517.15
475.97,184.76,458.31,204667.1,2217.12,0.0
387.75,214.16,446.08,166732.5,2569.92,0.0
555.16,242.8,453.92,233167.2,2913.6,0.0
76.82,18.63,10.89,25965.16,223.56,54.45
245.29,218.05,379.72,98116.0,2616.6,0.0
4290.56,4079.15,5691.95,1716224.0,48949.8,0.0
65.35,20.23,8.7,5685.45,242.76,43.5
9671.2,6965.79,6344.5,1170215.2,83589.48,0.0
437.78,346.0,845.1,188245.4,4152.0,0.0
317.48,100.37,232.21,136516.4,1204.44,0.0
208.4,41.14,92.95,89612.0,493.68,464.75
50.98,19.49,9.11,4435.26,233.88,45.55
200.83,68.56,135.08,58039.87,822.72,675.4
358.67,39.27,26.85,121230.46,471.24,134.25
4862.61,5831.86,6027.93,2236800.6,69982.32,0.0
165.49,56.01,40.57,61231.3,672.12,202.85
9484.49,5965.21,6697.82,1147623.29,71582.52,0.0
223.73,47.23,26.07,39600.21,566.76,130.35
272.24,140.64,236.74,117063.2,1687.68,0.0
0.0,18.28,11.36,0.0,219.36,56.8
119.17,21.12,11.43,44092.9,253.44,57.15
7797.26,3943.34,5564.98,3352821.8,47320.08,0.0
385.3,126.7,268.74,111351.7,1520.4,0.0
164.6,27.27,14.48,69132.0,327.24,72.4
78.79,19.26,10.9,6854.73,231.12,54.5
136.46,21.08,11.2,57313.2,252.96,56.0
344.05,347.7,670.62,99430.45,4172.4,0.0
210.11,45.18,24.48,37189.47,542.16,122.4
92.88,29.54,18.62,39009.6,354.48,93.1
97.38,32.78,19.84,36030.6,393.36,99.2
195.2,21.44,10.5,34550.4,257.28,52.5
118.85,45.48,90.53,49322.75,545.76,452.65
56.0,20.92,11.03,25200.0,251.04,55.15
384.18,164.95,394.53,169039.2,1979.4,0.0
388.11,198.31,495.08,161065.65,2379.72,0.0
166.43,155.66,300.92,69068.45,1867.92,0.0
0.0,19.46,8.67,0.0,233.52,43.35
55.92,18.88,9.69,4865.04,226.56,48.45
0.0,19.72,10.53,0.0,236.64,52.65
179.46,20.01,11.19,60657.48,240.12,55.95
48.55,19.34,9.18,8593.35,232.08,45.9
120.39,32.94,16.18,50563.8,395.28,80.9
89.07,19.63,10.96,7749.09,235.56,54.8
51.59,19.17,11.21,19088.3,230.04,56.05
30.41,20.27,10.04,11099.65,243.24,50.2
460.08,307.08,683.56,132963.12,3684.96,0.0
55.37,30.97,19.92,9800.49,371.64,99.6
131.68,61.31,35.46,48721.6,735.72,177.3
0.0,20.79,11.46,0.0,249.48,57.3
10516.74,7137.11,8509.59,1850946.24,85645.32,0.0
64.47,20.33,11.41,5608.89,243.96,57.05
444.07,141.13,266.01,53732.47,1693.56,0.0
4988.56,3106.75,4374.14,603615.76,37281.0,0.0
35.89,19.94,12.57,3122.43,239.28,62.85
212.43,62.26,36.23,78599.1,747.12,181.15
9863.31,6955.6,9026.48,3945324.0,83467.2,0.0
124.6,39.89,22.8,52332.0,478.68,114.0
192.19,33.47,17.29,86485.5,401.64,86.45
7114.96,7012.18,10316.6,3059432.8,84146.16,0.0
669.28,335.56,585.88,267712.0,4026.72,0.0
5789.85,2989.26,4346.59,2489635.5,35871.12,0.0
298.68,187.98,363.61,131419.2,2255.76,0.0
84.36,21.28,9.89,37962.0,255.36,49.45
468.9,117.7,306.1,201627.0,1412.4,0.0
470.9,156.08,355.88,188360.0,1872.96,0.0
8517.09,7470.84,9808.86,3917861.4,89650.08,0.0
51.23,21.26,8.68,21516.6,255.12,43.4
96.52,28.0,12.77,35712.4,336.0,63.85
117.42,26.98,13.35,29824.68,323.76,66.75
111.28,59.53,31.69,19696.56,714.36,158.45
49.15,20.42,10.43,4276.05,245.04,52.15
121.56,32.02,19.45,49839.6,384.24,97.25
141.89,28.15,15.49,63850.5,337.8,77.45
103.1,26.47,14.18,46395.0,317.64,70.9
147.26,59.18,33.29,66267.0,710.16,166.45
203.43,28.11,19.86,91543.5,337.32,99.3
285.59,57.3,31.82,50549.43,687.6,159.1
201.55,47.67,32.53,51193.7,572.04,162.65
221.74,209.13,432.21,95348.2,2509.56,0.0
232.4,108.85,180.04,99932.0,1306.2,0.0
239.2,130.48,249.76,102856.0,1565.76,0.0
3964.74,4504.73,4196.05,1704838.2,54056.76,0.0
4540.39,3014.21,4733.31,1884261.85,36170.52,0.0
13345.76,7907.96,8352.14,5538490.4,94895.52,0.0
654.78,190.8,429.04,281555.4,2289.6,0.0
11096.16,2865.54,4480.56,4604906.4,34386.48,0.0
44.27,23.59,16.03,19921.5,283.08,80.15
9284.55,5407.31,6337.62,4270893.0,64887.72,0.0
7092.43,5006.72,4941.67,2049712.27,60080.64,0.0
376.09,137.63,291.3,108690.01,1651.56,0.0
149.37,18.85,12.11,67216.5,226.2,60.55
0.0,20.4,10.25,0.0,244.8,51.25
23.01,21.51,10.5,7823.4,258.12,52.5
45.3,20.83,10.95,18573.0,249.96,54.75
192.67,57.48,28.91,48938.18,689.76,144.55
395.7,186.21,386.25,69643.2,2234.52,0.0
197.63,70.46,133.55,84980.9,845.52,667.75
666.65,367.11,761.86,276659.75,4405.32,0.0
419.88,281.03,532.36,180548.4,3372.36,0.0
43.78,19.16,11.35,14885.2,229.92,56.75
331.56,44.71,24.5,58686.12,536.52,122.5
210.94,47.52,32.99,94923.0,570.24,164.95
374.9,364.49,732.25,45362.9,4373.88,0.0
12581.83,10561.31,10739.96,2214402.08,126735.72,0.0
68.94,20.18,10.24,23439.6,242.16,51.2
89.28,21.55,13.57,30355.2,258.6,67.85
7988.17,9029.64,10027.38,1405917.92,108355.68,0.0
31.63,30.59,17.25,5598.51,367.08,86.25
47.41,20.88,10.56,17541.7,250.56,52.8
61.18,21.68,13.2,5322.66,260.16,66.0
125.12,33.98,18.11,22146.24,407.76,90.55
61.97,21.38,10.25,21069.8,256.56,51.25
10602.94,4717.71,7395.11,4559264.2,56612.52,0.0
551.46,316.6,701.34,237127.8,3799.2,0.0
112.5,66.91,140.66,32512.5,802.92,703.3
76.54,18.29,11.0,6658.98,219.48,55.0
639.04,281.29,607.35,293958.4,3375.48,0.0
245.13,119.94,267.9,70842.57,1439.28,0.0
432.61,188.03,359.02,181696.2,2256.36,0.0
65.65,18.87,11.02,5711.55,226.44,55.1
189.37,70.9,146.87,78588.55,850.8,734.35
321.02,236.02,483.22,92774.78,2832.24,0.0
393.99,180.78,398.36,113863.11,2169.36,0.0
5117.71,5032.53,5805.99,1479018.19,60390.36,0.0
285.82,103.25,208.47,114328.0,1239.0,0.0
197.13,38.72,23.36,34892.01,464.64,116.8
38.24,19.53,11.87,13957.6,234.36,59.35
0.0,20.21,9.66,0.0,242.52,48.3
16112.2,10005.75,11628.28,1949576.2,120069.0,0.0
173.24,38.21,24.8,58555.12,458.52,124.0
467.44,178.85,344.22,82269.44,2146.2,0.0
484.29,397.32,638.62,208244.7,4767.84,0.0
84.1,48.14,26.16,34481.0,577.68,130.8
40.73,21.89,12.54,13848.2,262.68,62.7
5663.6,2837.42,2891.94,2435348.0,34049.04,0.0
109.71,49.12,29.55,44981.1,589.44,147.75
49.41,24.44,16.95,12550.14,293.28,84.75
56.72,23.06,13.61,10039.44,276.72,68.05
53.23,24.36,13.61,23953.5,292.32,68.05
81.28,18.16,10.21,7071.36,217.92,51.05
123.34,30.29,17.32,51802.8,363.48,86.6
67.21,19.36,13.22,22851.4,232.32,66.1
74.79,19.42,8.53,27672.3,233.04,42.65
148.09,65.98,39.74,60716.9,791.76,198.7
3136.6,2748.9,3011.54,1348738.0,32986.8,0.0
112.75,30.25,19.27,41717.5,363.0,96.35
386.4,207.07,475.83,46754.4,2484.84,0.0
169.46,54.48,29.11,57277.48,653.76,145.55
341.51,195.47,405.73,141726.65,2345.64,0.0
159.5,29.36,15.91,65395.0,352.32,79.55
80.21,31.4,20.47,20373.34,376.8,102.35
78.75,21.57,9.15,26775.0,258.84,45.75
0.0,21.09,10.63,0.0,253.08,53.15
0.0,21.5,9.68,0.0,258.0,48.4
85.88,20.63,8.56,35210.8,247.56,42.8
9599.44,5663.5,7114.45,3839776.0,67962.0,0.0
318.62,50.51,29.57,133820.4,606.12,147.85
25.25,19.66,13.12,9216.25,235.92,65.6
64.96,26.89,16.71,29232.0,322.68,83.55
28.24,21.98,12.2,2456.88,263.76,61.0
69.9,20.58,13.11,6081.3,246.96,65.55
104.51,19.13,13.23,47029.5,229.56,66.15
110.24,76.78,144.52,13339.04,921.36,722.6
9419.21,4625.59,6015.61,3908972.15,55507.08,0.0
8655.04,7059.42,8029.36,1523287.04,84713.04,0.0
129.48,18.09,11.22,60855.6,217.08,56.1
50.1,19.74,11.26,4358.7,236.88,56.3
365.6,197.45,404.85,146240.0,2369.4,0.0
110.08,31.42,19.3,37207.04,377.04,96.5
248.78,32.32,17.58,92048.6,387.84,87.9
45.93,19.76,10.01,15616.2,237.12,50.05
569.53,375.41,793.06,244897.9,4504.92,0.0
572.59,212.14,505.43,263391.4,2545.68,0.0
352.89,213.41,437.05,62108.64,2560.92,0.0
432.88,144.22,264.55,76186.88,1730.64,0.0
0.0,21.64,9.41,0.0,259.68,47.05
473.78,222.26,454.6,83385.28,2667.12,0.0
49.92,19.01,11.37,16972.8,228.12,56.85
124.58,21.5,11.77,56061.0,258.0,58.85
63.76,21.14,11.84,5547.12,253.68,59.2
271.53,30.38,17.86,127619.1,364.56,89.3
253.03,40.35,21.51,93621.1,484.2,107.55
283.01,170.93,358.0,34244.21,2051.16,0.0
186.78,139.01,323.97,78447.6,1668.12,0.0
4653.27,6089.35,8952.02,1861308.0,73072.2,0.0
64.88,28.56,16.65,26600.8,342.72,83.25
785.72,332.2,644.06,326073.8,3986.4,0.0
92.58,30.39,15.54,41661.0,364.68,77.7
68.92,25.41,16.49,25500.4,304.92,82.45
114.79,19.72,10.05,20317.83,236.64,50.25
0.0,20.67,9.76,0.0,248.04,48.8
13108.35,8171.37,10507.22,1586110.35,98056.44,0.0
200.86,30.02,15.82,67890.68,360.24,79.1
6147.05,8570.75,10546.83,2458820.0,102849.0,0.0
31.22,18.74,8.64,2716.14,224.88,43.2
99.92,45.7,115.12,39968.0,548.4,575.6
282.31,32.36,17.09,104454.7,388.32,85.45
219.24,120.96,246.48,94273.2,1451.52,0.0
398.22,242.16,512.07,115085.58,2905.92,0.0
75.75,43.99,23.28,31815.0,527.88,116.4
106.55,20.92,11.36,44751.0,251.04,56.8
223.87,27.84,20.06,82831.9,334.08,100.3
39.55,19.79,8.51,3440.85,237.48,42.55
115.72,19.74,10.94,29392.88,236.88,54.7
198.41,48.0,27.09,93252.7,576.0,135.45
136.66,21.06,10.38,61497.0,252.72,51.9
131.74,23.93,15.83,59283.0,287.16,79.15
4869.33,3917.27,5051.29,2142505.2,47007.24,0.0
96.91,28.53,17.99,17153.07,342.36,89.95
235.91,166.41,295.08,94364.0,1996.92,0.0
60.06,19.58,11.14,10630.62,234.96,55.7
48.01,21.15,12.89,16323.4,253.8,64.45
521.41,227.4,516.11,229420.4,2728.8,0.0
0.0,20.16,9.39,0.0,241.92,46.95
233.51,39.96,23.82,95739.1,479.52,119.1
85.0,20.05,10.8,7395.0,240.6,54.0
563.93,376.25,752.96,259407.8,4515.0,0.0
76.78,18.35,10.8,28024.7,220.2,54.0
364.22,151.51,335.08,44070.62,1818.12,0.0
3997.01,5205.25,5546.79,1758684.4,62463.0,0.0
9188.59,6947.6,6571.83,4226751.4,83371.2,0.0
28.4,18.05,8.8,2470.8,216.6,44.0
104.17,47.58,31.09,18438.09,570.96,155.45
3713.34,2825.27,3248.55,1596736.2,33903.24,0.0
403.69,253.27,497.73,169549.8,3039.24,0.0
156.77,20.74,8.79,27748.29,248.88,43.95
208.98,57.14,40.76,87771.6,685.68,203.8
13831.82,5813.84,6474.02,2434400.32,69766.08,0.0
10315.71,6470.8,6271.07,4435755.3,77649.6,0.0
217.67,53.82,113.95,91421.4,645.84,569.75
103.84,20.39,10.49,43612.8,244.68,52.45
242.34,42.54,20.55,109053.0,510.48,102.75
345.05,267.01,523.57,148371.5,3204.12,0.0
60.64,20.0,13.01,5275.68,240.0,65.05
76.22,18.69,10.85,25914.8,224.28,54.25
199.87,51.29,106.62,85944.1,615.48,533.1
70.45,30.23,18.96,26066.5,362.76,94.8
0.0,21.32,11.29,0.0,255.84,56.45
160.67,21.09,13.59,54306.46,253.08,67.95
359.31,162.5,314.68,103840.59,1950.0,0.0
333.98,38.69,25.95,59114.46,464.28,129.75
236.17,28.22,20.53,99191.4,338.64,102.65
185.97,21.98,9.63,83686.5,263.76,48.15
297.9,281.61,518.0,123628.5,3379.32,0.0
89.2,59.89,35.23,40140.0,718.68,176.15
278.69,32.85,16.61,103115.3,394.2,83.05
574.16,170.24,316.37,264113.6,2042.88,0.0
212.19,146.82,273.59,61322.91,1761.84,0.0
68.02,42.35,98.21,8230.42,508.2,491.05
100.13,20.62,11.8,36547.45,247.44,59.0
125.02,64.64,31.63,46257.4,775.68,158.15
405.3,210.54,444.51,117131.7,2526.48,0.0
92.28,66.69,151.17,11165.88,800.28,755.85
350.17,150.01,314.39,61629.92,1800.12,0.0
207.35,39.33,26.67,85013.5,471.96,133.35
32.21,18.71,10.5,2802.27,224.52,52.5
219.98,72.81,163.53,94591.4,873.72,817.65
36.08,20.21,10.38,3138.96,242.52,51.9
97.49,27.57,16.4,24762.46,330.84,82.0
324.02,44.55,21.83,136088.4,534.6,109.15
203.47,197.63,432.98,24619.87,2371.56,0.0
17.27,18.88,9.83,1502.49,226.56,49.15
270.91,32.59,17.48,121909.5,391.08,87.4
157.17,49.96,100.03,66011.4,599.52,500.15
0.0,21.89,8.63,0.0,262.68,43.15
332.87,39.24,21.44,123161.9,470.88,107.2
357.03,230.33,451.35,43200.63,2763.96,0.0
274.37,359.85,684.74,117979.1,4318.2,0.0
130.46,20.92,8.9,58707.0,251.04,44.5
75.27,18.26,10.26,6548.49,219.12,51.3
122.91,95.29,154.3,14872.11,1143.48,0.0
632.65,298.15,544.88,253060.0,3577.8,0.0
100.15,19.62,10.69,17726.55,235.44,53.45
8196.01,9940.78,11561.72,3524284.3,119289.36,0.0
23.7,20.76,11.37,2061.9,249.12,56.85
38.91,20.89,10.64,3385.17,250.68,53.2
13974.72,7143.13,9988.52,2459550.72,85717.56,0.0
132.47,27.7,15.37,23447.19,332.4,76.85
52.42,19.69,10.45,4560.54,236.28,52.25
597.71,241.23,511.28,72322.91,2894.76,0.0
114.26,19.7,11.07,42276.2,236.4,55.35
235.29,46.44,33.41,41646.33,557.28,167.05
111.87,29.03,19.34,41391.9,348.36,96.7
18751.71,9203.23,8629.03,8063235.3,110438.76,0.0
7105.98,7661.21,10460.58,2842392.0,91934.52,0.0
80.05,18.74,10.15,6964.35,224.88,50.75
105.2,51.26,27.35,38924.0,615.12,136.75
525.95,218.58,440.91,220899.0,2622.96,0.0
65.07,30.37,17.53,29281.5,364.44,87.65
10245.83,7947.34,9494.95,1239745.43,95368.08,0.0
333.2,28.84,15.62,149940.0,346.08,78.1
168.54,38.31,26.42,75843.0,459.72,132.1
64.23,27.5,13.61,21709.74,330.0,68.05
179.43,48.33,29.99,60647.34,579.96,149.95
97.71,53.67,29.18,41038.2,644.04,145.9
219.39,50.21,28.79,98725.5,602.52,143.95
94.74,36.98,20.95,16768.98,443.76,104.75
0.0,18.85,10.7,0.0,226.2,53.5
121.32,33.06,18.59,44888.4,396.72,92.95
106.0,20.36,13.09,39220.0,244.32,65.45
0.0,18.87,9.93,0.0,226.44,49.65
60.66,29.09,19.46,10736.82,349.08,97.3
79.8,29.37,19.36,35910.0,352.44,96.8
4527.84,3529.75,4626.97,547868.64,42357.0,0.0
216.98,64.72,32.25,38405.46,776.64,161.25
308.68,66.99,31.39,145079.6,803.88,156.95
119.16,137.57,291.27,51238.8,1650.84,0.0
138.6,25.59,14.89,24532.2,307.08,74.45
572.88,260.94,426.57,237745.2,3131.28,0.0
815.54,179.91,323.38,143535.04,2158.92,0.0
62.7,20.38,13.49,11097.9,244.56,67.45
11644.7,6720.55,9846.04,1409008.7,80646.6,0.0
153.85,41.02,24.45,27231.45,492.24,122.25
36.33,20.96,12.0,13260.45,251.52,60.0
6295.53,4477.96,6203.06,1819408.17,53735.52,0.0
234.5,61.47,39.16,59563.0,737.64,195.8
87.75,67.95,38.08,36855.0,815.4,190.4
167.96,32.12,16.21,75582.0,385.44,81.05
40.64,19.2,12.32,3535.68,230.4,61.6
327.45,49.17,28.21,83172.3,590.04,141.05
89.25,21.36,9.31,22669.5,256.32,46.55
5914.88,6334.02,9055.6,715700.48,76008.24,0.0
2949.3,1422.58,2042.15,519076.8,17070.96,0.0
535.88,272.6,581.48,230428.4,3271.2,0.0
5219.73,2233.54,2871.7,2192286.6,26802.48,0.0
5920.88,9935.92,10958.87,1711134.32,119231.04,0.0
4095.75,3135.13,4369.96,1183671.75,37621.56,0.0
0.0,19.11,10.37,0.0,229.32,51.85
495.28,378.69,687.98,59928.88,4544.28,0.0
588.8,348.33,621.27,244352.0,4179.96,0.0
5535.76,3106.4,3376.03,2380376.8,37276.8,0.0
256.53,96.08,191.66,107742.6,1152.96,0.0
249.53,65.41,32.51,92326.1,784.92,162.55
194.81,30.15,16.57,87664.5,361.8,82.85
140.06,24.04,14.67,63027.0,288.48,73.35
419.89,270.71,588.77,50806.69,3248.52,0.0
263.25,232.33,410.68,46332.0,2787.96,0.0
77.94,49.43,32.44,32734.8,593.16,162.2
173.71,63.09,36.01,64272.7,757.08,180.05
25.93,20.42,10.94,2255.91,245.04,54.7
54.97,18.32,10.69,18689.8,219.84,53.45
0.0,18.37,9.53,0.0,220.44,47.65
59.95,20.68,11.36,10611.15,248.16,56.8
11042.15,5363.86,5142.22,5079389.0,64366.32,0.0
68.28,20.32,12.56,5940.36,243.84,62.8
10888.65,3597.17,4302.97,4355460.0,43166.04,0.0
277.66,57.42,39.88,113840.6,689.04,199.4
283.11,43.16,21.62,133061.7,517.92,108.1
989.46,399.59,656.22,285953.94,4795.08,0.0
42.11,26.03,15.75,7453.47,312.36,78.75
37.66,22.39,10.32,6665.82,268.68,51.6
187.88,20.17,12.53,84546.0,242.04,62.65
143.52,19.57,11.86,64584.0,234.84,59.3
229.16,52.71,28.96,40561.32,632.52,144.8
533.02,236.04,456.38,213208.0,2832.48,0.0
165.75,26.67,13.06,69615.0,320.04,65.3
6321.95,3478.03,3447.92,764955.95,41736.36,0.0
7022.07,4850.49,4496.53,3019490.1,58205.88,0.0
7980.53,6246.66,6757.33,3431627.9,74959.92,0.0
152.98,28.57,13.67,27077.46,342.84,68.35
247.9,143.68,288.83,29995.9,1724.16,0.0
190.98,64.49,34.17,89760.6,773.88,170.85
130.74,48.74,29.25,23140.98,584.88,146.25
81.34,18.11,12.38,29689.1,217.32,61.9
213.19,62.25,117.84,89539.8,747.0,589.2
377.69,140.64,247.61,66473.44,1687.68,0.0
26.17,21.28,10.48,2276.79,255.36,52.4
248.9,39.4,23.38,92093.0,472.8,116.9
370.6,345.06,578.57,65225.6,4140.72,0.0
301.3,240.53,542.53,53028.8,2886.36,0.0
425.64,403.44,763.21,51502.44,4841.28,0.0
341.25,222.96,493.76,41291.25,2675.52,0.0
118.49,60.07,31.21,43841.3,720.84,156.05
103.26,49.57,30.58,43369.2,594.84,152.9
284.57,166.95,299.41,113828.0,2003.4,0.0
91.7,20.01,9.04,7977.9,240.12,45.2
8800.52,7563.69,7502.02,3872228.8,90764.28,0.0
5807.74,3039.98,2577.34,1678436.86,36479.76,0.0
96.05,21.62,9.55,8356.35,259.44,47.75
111.91,39.22,26.52,47002.2,470.64,132.6
24.02,21.52,9.73,2089.74,258.24,48.65
129.53,18.99,10.8,47926.1,227.88,54.0
1058.48,211.04,383.85,455146.4,2532.48,0.0
78.12,55.08,113.87,33591.6,660.96,569.35
0.0,20.74,10.63,0.0,248.88,53.15
8372.04,8008.1,8912.79,3851138.4,96097.2,0.0
7781.8,5445.91,6633.69,941597.8,65350.92,0.0
5178.01,2267.65,2697.09,626539.21,27211.8,0.0
8004.6,7438.14,10179.24,3321909.0,89257.68,0.0
125.65,53.69,33.77,56542.5,644.28,168.85
57.1,21.5,8.93,4967.7,258.0,44.65
477.89,191.23,309.2,138110.21,2294.76,0.0
502.24,241.22,455.61,145147.36,2894.64,0.0
176.89,53.13,27.3,65449.3,637.56,136.5
145.44,20.64,11.09,53812.8,247.68,55.45
9304.76,9199.88,12940.24,4001046.8,110398.56,0.0
77.32,33.3,16.76,34794.0,399.6,83.8
31.08,21.04,9.81,11344.2,252.48,49.05
402.73,282.2,525.81,177201.2,3386.4,0.0
101.44,38.69,26.15,17954.88,464.28,130.75
16353.38,9132.66,10653.56,6786652.7,109591.92,0.0
196.46,44.41,21.55,72690.2,532.92,107.75
70.76,26.32,14.78,29011.6,315.84,73.9
154.37,37.19,22.57,52177.06,446.28,112.85
27.36,21.62,9.4,9302.4,259.44,47.0
42.21,28.69,17.17,15617.7,344.28,85.85
57.05,19.01,9.18,4963.35,228.12,45.9
145.74,18.46,8.8,65583.0,221.52,44.0
111.13,50.9,107.58,13446.73,610.8,537.9
83.51,21.81,8.85,21211.54,261.72,44.25
25.5,21.06,10.01,8670.0,252.72,50.05
190.73,18.33,10.86,64466.74,219.96,54.3
61.79,21.26,9.94,5375.73,255.12,49.7
30.06,21.28,10.29,10971.9,255.36,51.45
79.62,21.82,11.35,29061.3,261.84,56.75
72.26,26.64,13.93,26736.2,319.68,69.65
24.18,20.56,9.27,8221.2,246.72,46.35
322.62,48.18,29.83,57103.74,578.16,149.15
10487.39,5780.89,9904.11,4824199.4,69370.68,0.0
4953.74,1734.26,1813.39,2130108.2,20811.12,0.0
662.91,267.53,542.18,285051.3,3210.36,0.0
0.0,21.27,9.39,0.0,255.24,46.95
256.23,169.35,328.79,106335.45,2032.2,0.0
23.69,21.97,10.09,8646.85,263.64,50.45
347.19,62.88,32.03,128460.3,754.56,160.15
4953.41,3162.11,4312.79,2129966.3,37945.32,0.0
95.77,19.3,12.88,8331.99,231.6,64.4
130.36,20.52,9.23,48233.2,246.24,46.15
149.83,33.75,16.91,67423.5,405.0,84.55
693.63,314.1,550.23,277452.0,3769.2,0.0
0.0,19.59,8.59,0.0,235.08,42.95
437.67,204.4,459.41,183821.4,2452.8,0.0
115.37,26.47,13.02,38995.06,317.64,65.1
171.65,31.06,17.75,63510.5,372.72,88.75
4311.25,1521.33,1832.23,1245951.25,18255.96,0.0
119.04,60.79,116.22,54758.4,729.48,581.1
166.18,51.61,30.74,74781.0,619.32,153.7
78.89,18.24,9.45,28794.85,218.88,47.25
0.0,20.28,10.33,0.0,243.36,51.65
543.58,226.65,394.0,65773.18,2719.8,0.0
315.34,196.86,351.37,91133.26,2362.32,0.0
664.76,222.85,388.03,80435.96,2674.2,0.0
56.59,21.43,8.69,4923.33,257.16,43.45
52.85,21.41,10.81,17969.0,256.92,54.05
91.5,21.84,10.87,33855.0,262.08,54.35
0.0,21.46,10.04,0.0,257.52,50.2
100.78,21.01,8.57,8767.86,252.12,42.85
0.0,19.02,9.69,0.0,228.24,48.45
260.09,40.17,26.6,66062.86,482.04,133.0
65.74,21.95,10.25,22351.6,263.4,51.25
269.07,29.6,18.64,121081.5,355.2,93.2
107.96,27.35,15.31,48582.0,328.2,76.55
407.67,280.11,663.35,175298.1,3361.32,0.0
130.08,20.86,11.71,58536.0,250.32,58.55
12609.13,6872.87,7686.32,5043652.0,82474.44,0.0
164.82,107.07,224.69,75817.2,1284.84,0.0
97.59,21.77,13.23,40987.8,261.24,66.15
205.44,67.12,31.38,52181.76,805.44,156.9
99.03,49.96,28.46,44563.5,599.52,142.3
394.29,121.08,235.76,113949.81,1452.96,0.0
73.76,18.39,11.05,34667.2,220.68,55.25
172.16,57.05,32.79,63699.2,684.6,163.95
107.49,22.18,10.42,50520.3,266.16,52.1
121.77,43.61,24.61,49925.7,523.32,123.05
400.05,202.41,409.77,115614.45,2428.92,0.0
120.0,40.85,22.12,21240.0,490.2,110.6
5569.98,6543.65,8255.31,2311541.7,78523.8,0.0
287.32,111.0,231.57,123547.6,1332.0,0.0
