trip_id,trip_year,trip_month,trip_date,season,boat_type,boat_name,engine_hp,fuel_type,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_knots,avg_speed_kmh,trip_days,trip_duration_category,port_name,region,departure_lat,departure_lon,fishing_lat,fishing_lon,distance_km,wind_kph,wave_height_m,weather_factor,total_hours,fuel_per_hour,fuel_per_km,fuel_liters,ice_kg,water_liters,fuel_price_per_liter,fuel_cost_lkr,ice_cost_lkr,water_cost_lkr,total_base_cost_lkr,fuel_cost_share,ice_cost_share,water_cost_share,ice_per_crew_day,water_per_crew_day,is_multi_day,has_engine,is_deep_sea
7434,2023,1,2023-01-17,Northeast_Monsoon,MDBT,Motorized Day Boat,100,diesel,8,2000,1000,13.0,24.076,5,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,80.7708,78.76,25.6,1.07,1.23,46.3,12.61,7.41,583.63,318.96,548.23,405.0,236370.15,3827.52,0.0,240197.67,0.984,0.016,0.0,7.97,13.71,1,1,0
16476,2025,5,2025-05-12,Southwest_Monsoon,MDBT,Motorized Day Boat,70,diesel,7,2000,1000,13.0,24.076,4,Multi_Day,Galle,Southern,6.1241,81.1185,6.4987,81.1868,42.33,15.3,2.18,1.04,39.9,6.93,6.53,276.39,206.31,407.11,274.0,75730.86,2475.72,0.0,78206.58,0.968,0.032,0.0,7.37,14.54,1,1,0
936,2022,9,2022-09-28,Southwest_Monsoon,IMUL,Industrial Multi-day,500,diesel,15,10000,30000,10.0,18.52,17,Multi_Day,Hambantota,Southern,5.9549,80.5549,9.8,81.9,752.57,7.7,1.95,0.9,197.0,38.2,10.0,7525.74,3683.91,3308.61,430.0,3236068.2,44206.92,0.0,3280275.12,0.987,0.013,0.0,14.45,12.97,1,1,1
11965,2024,5,2024-05-06,Southwest_Monsoon,MDBT,Motorized Day Boat,78,diesel,6,2000,1000,13.0,24.076,3,Multi_Day,Kankesanthurai,Northern,9.6615,80.0104,9.3418,79.5,68.87,11.7,0.47,1.09,24.9,8.45,3.06,210.44,143.63,302.42,333.0,70076.52,1723.56,0.0,71800.08,0.976,0.024,0.0,7.98,16.8,1,1,0
1692,2022,2,2022-02-24,Northeast_Monsoon,MDBT,Motorized Day Boat,72,diesel,6,2000,1000,13.0,24.076,3,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,80.5812,31.71,22.7,2.01,1.17,28.5,8.51,7.65,242.53,121.73,284.9,121.0,29346.13,1460.76,0.0,30806.89,0.953,0.047,0.0,6.76,15.83,1,1,0
6216,2023,2,2023-02-09,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Colombo,Western,6.9271,79.8612,6.904,79.8876,3.89,22.8,1.53,1.21,10.5,0.0,0.0,0.0,21.91,8.78,0.0,0.0,262.92,43.9,306.82,0.0,0.857,0.143,21.91,8.78,0,0,0
9459,2023,11,2023-11-25,Northeast_Monsoon,MDBT,Motorized Day Boat,96,diesel,8,2000,1000,13.0,24.076,2,Multi_Day,Negombo,Western,7.209,79.835,6.2161,79.5,137.39,8.9,1.18,0.93,25.4,8.58,1.59,218.05,110.86,214.03,356.0,77625.8,1330.32,0.0,78956.12,0.983,0.017,0.0,6.93,13.38,1,1,1
12527,2024,9,2024-09-05,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,27,kerosene,3,300,100,8.0,14.816,1,Single_Day,Galle,Southern,6.1241,81.1185,6.0573,80.8367,32.03,7.5,0.95,0.94,13.9,5.2,2.26,72.34,18.04,10.67,202.0,14612.68,216.48,53.35,14882.51,0.982,0.015,0.004,6.01,3.56,0,1,0
15484,2025,6,2025-06-16,Southwest_Monsoon,OBFR,Outboard Fiberglass,42,petrol,4,500,200,20.0,37.04,2,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,79.8478,95.21,11.4,2.41,1.13,20.2,7.02,1.49,141.85,39.3,24.29,293.0,41562.05,471.6,121.45,42155.1,0.986,0.011,0.003,4.91,3.04,1,1,0
5792,2023,3,2023-03-21,Northeast_Monsoon,OBFR,Outboard Fiberglass,76,petrol,6,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,6.3105,80.7327,63.38,27.8,1.39,1.26,15.8,14.13,3.52,223.19,58.03,34.84,400.0,89276.0,696.36,174.2,90146.56,0.99,0.008,0.002,4.84,2.9,1,1,0
12266,2024,11,2024-11-28,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,24,kerosene,2,300,100,8.0,14.816,1,Single_Day,Colombo,Western,6.9271,79.8612,6.9214,80.1791,35.09,17.9,0.31,1.03,11.5,5.12,1.68,58.88,18.99,11.47,183.0,10775.04,227.88,57.35,11060.27,0.974,0.021,0.005,9.49,5.74,0,1,0
2221,2022,1,2022-01-13,Northeast_Monsoon,MDBT,Motorized Day Boat,129,diesel,7,2000,1000,13.0,24.076,3,Multi_Day,Kalpitiya,North Western,8.556,79.8,7.8256,79.5,143.45,7.1,1.43,0.93,33.9,11.42,2.7,387.27,168.16,322.75,121.0,46859.67,2017.92,0.0,48877.59,0.959,0.041,0.0,8.01,15.37,1,1,1
15757,2025,8,2025-08-24,Southwest_Monsoon,MDBT,Motorized Day Boat,90,diesel,10,2000,1000,13.0,24.076,2,Multi_Day,Kalpitiya,North Western,8.556,79.8,9.6569,79.5,146.07,26.6,2.09,1.22,27.6,10.94,2.07,301.84,152.7,301.5,289.0,87231.76,1832.4,0.0,89064.16,0.979,0.021,0.0,7.63,15.07,1,1,1
4693,2022,9,2022-09-18,Southwest_Monsoon,NMTR,Non-motorized Traditional,0,none,2,50,30,3.0,5.556,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.5678,79.7974,1.35,6.0,0.67,0.91,8.5,0.0,0.0,0.0,21.83,10.25,0.0,0.0,261.96,51.25,313.21,0.0,0.836,0.164,10.91,5.12,0,0,0
10108,2024,1,2024-01-17,Northeast_Monsoon,OBFR,Outboard Fiberglass,62,petrol,3,500,200,20.0,37.04,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.5156,79.9201,19.0,15.0,2.18,1.11,10.2,10.15,5.45,103.5,19.91,11.02,366.0,37881.0,238.92,55.1,38175.02,0.992,0.006,0.001,6.64,3.67,0,1,0
5107,2023,5,2023-05-18,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,25,kerosene,4,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.3075,80.0797,40.09,15.0,0.78,1.01,11.8,5.59,1.65,66.02,21.0,13.53,295.0,19475.9,252.0,67.65,19795.55,0.984,0.013,0.003,5.25,3.38,0,1,0
13480,2024,12,2024-12-04,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Galle,Southern,6.1241,81.1185,6.0961,81.1422,4.07,7.4,0.66,0.98,11.0,0.0,0.0,0.0,20.73,10.71,0.0,0.0,248.76,53.55,302.31,0.0,0.823,0.177,20.73,10.71,0,0,0
4745,2022,2,2022-02-08,Northeast_Monsoon,OBFR,Outboard Fiberglass,44,petrol,3,500,200,20.0,37.04,1,Single_Day,Colombo,Western,6.9271,79.8612,6.9395,79.7082,16.95,21.6,0.69,1.21,9.4,7.84,4.35,73.65,19.52,11.03,177.0,13036.05,234.24,55.15,13325.44,0.978,0.018,0.004,6.51,3.68,0,1,0
1604,2022,9,2022-09-03,Southwest_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.5852,81.306,8.93,23.5,0.93,1.21,10.0,0.0,0.0,0.0,21.88,10.05,0.0,0.0,262.56,50.25,312.81,0.0,0.839,0.161,21.88,10.05,0,0,0
17395,2025,3,2025-03-14,Northeast_Monsoon,MDBT,Motorized Day Boat,133,diesel,10,2000,1000,13.0,24.076,3,Multi_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,79.5256,155.4,21.1,1.72,1.22,33.7,15.31,3.32,516.11,245.87,485.33,286.0,147607.46,2950.44,0.0,150557.9,0.98,0.02,0.0,8.2,16.18,1,1,1
16863,2025,12,2025-12-22,Northeast_Monsoon,MDBT,Motorized Day Boat,87,diesel,6,2000,1000,13.0,24.076,4,Multi_Day,Beruwala,Western,6.0535,80.2209,5.9,80.1,103.91,26.3,1.65,1.16,42.4,10.53,4.3,446.43,179.14,375.06,277.0,123661.11,2149.68,0.0,125810.79,0.983,0.017,0.0,7.46,15.63,1,1,1
8213,2023,1,2023-01-14,Northeast_Monsoon,MDBT,Motorized Day Boat,133,diesel,7,2000,1000,13.0,24.076,5,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.1801,80.6384,77.28,13.4,0.39,1.08,41.2,13.67,7.29,563.01,276.33,583.08,405.0,228019.05,3315.96,0.0,231335.01,0.986,0.014,0.0,7.9,16.66,1,1,0
1092,2022,3,2022-03-28,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,28,kerosene,2,300,100,8.0,14.816,1,Single_Day,Hambantota,Southern,5.9549,80.5549,5.9,80.3694,42.58,14.6,2.37,1.13,13.8,7.04,2.28,97.22,19.24,9.86,87.0,8458.14,230.88,49.3,8738.32,0.968,0.026,0.006,9.62,4.93,0,1,0
13884,2024,4,2024-04-10,Northeast_Monsoon,MDBT,Motorized Day Boat,140,diesel,8,2000,1000,13.0,24.076,2,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,79.9309,73.23,14.8,0.6,1.01,24.6,14.26,4.79,350.83,126.4,267.64,363.0,127351.29,1516.8,0.0,128868.09,0.988,0.012,0.0,7.9,16.73,1,1,0
6311,2023,1,2023-01-21,Northeast_Monsoon,OBFR,Outboard Fiberglass,34,petrol,4,500,200,20.0,37.04,1,Single_Day,Galle,Southern,6.1241,81.1185,5.9,81.1665,49.28,26.2,0.57,1.17,11.1,6.11,1.38,67.82,21.07,13.39,370.0,25093.4,252.84,66.95,25413.19,0.987,0.01,0.003,5.27,3.35,0,1,0
9012,2023,12,2023-12-27,Northeast_Monsoon,MDBT,Motorized Day Boat,139,diesel,10,2000,1000,13.0,24.076,3,Multi_Day,Colombo,Western,6.9271,79.8612,6.1319,80.676,126.18,28.9,1.46,1.27,31.1,18.92,4.66,588.37,215.25,468.31,329.0,193573.73,2583.0,0.0,196156.73,0.987,0.013,0.0,7.17,15.61,1,1,1
351,2022,7,2022-07-07,Southwest_Monsoon,OBFR,Outboard Fiberglass,80,petrol,4,500,200,20.0,37.04,2,Multi_Day,Kalpitiya,North Western,8.556,79.8,8.2459,79.9146,36.71,25.4,2.23,1.27,19.4,14.02,7.41,272.01,41.17,20.67,470.0,127844.7,494.04,103.35,128442.09,0.995,0.004,0.001,5.15,2.58,1,1,0
14782,2024,12,2024-12-28,Northeast_Monsoon,IMUL,Industrial Multi-day,466,diesel,12,10000,30000,10.0,18.52,33,Multi_Day,Colombo,Western,6.9271,79.8612,5.9,81.9,601.14,24.3,1.94,1.16,387.6,38.91,25.09,15080.26,5858.39,6074.79,286.0,4312954.36,70300.68,0.0,4383255.04,0.984,0.016,0.0,14.79,15.34,1,1,1
1530,2022,6,2022-06-22,Southwest_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Beruwala,Western,6.0535,80.2209,6.1454,80.2539,10.85,28.0,0.93,1.17,11.3,0.0,0.0,0.0,21.17,8.75,0.0,0.0,254.04,43.75,297.79,0.0,0.853,0.147,21.17,8.75,0,0,0
13591,2024,10,2024-10-02,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,25,kerosene,3,300,100,8.0,14.816,1,Single_Day,Galle,Southern,6.1241,81.1185,6.0901,80.8553,29.35,22.4,1.57,1.26,13.2,7.32,3.29,96.58,19.62,10.49,183.0,17674.14,235.44,52.45,17962.03,0.984,0.013,0.003,6.54,3.5,0,1,0
15215,2025,3,2025-03-14,Northeast_Monsoon,OBFR,Outboard Fiberglass,52,petrol,5,500,200,20.0,37.04,2,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.6383,81.6756,49.64,18.3,1.8,1.03,21.8,7.52,3.3,163.92,55.78,31.22,309.0,50651.28,669.36,156.1,51476.74,0.984,0.013,0.003,5.58,3.12,1,1,0
11540,2024,9,2024-09-06,Southwest_Monsoon,MDBT,Motorized Day Boat,147,diesel,6,2000,1000,13.0,24.076,5,Multi_Day,Trincomalee,Eastern,8.55,81.233,7.9188,80.7142,90.47,19.2,1.12,1.1,46.2,15.11,7.71,697.87,202.05,481.9,307.0,214246.09,2424.6,0.0,216670.69,0.989,0.011,0.0,6.74,16.06,1,1,0
218,2022,11,2022-11-15,Northeast_Monsoon,OBFR,Outboard Fiberglass,40,petrol,5,500,200,20.0,37.04,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.4246,80.7492,55.0,11.7,1.44,1.04,11.5,6.21,1.3,71.47,25.11,17.02,370.0,26443.9,301.32,85.1,26830.32,0.986,0.011,0.003,5.02,3.4,0,1,0
6813,2023,12,2023-12-19,Northeast_Monsoon,OBFR,Outboard Fiberglass,68,petrol,6,500,200,20.0,37.04,1,Single_Day,Colombo,Western,6.9271,79.8612,6.6466,80.1108,41.63,11.8,2.34,1.06,10.4,10.97,2.74,114.11,29.24,17.01,346.0,39482.06,350.88,85.05,39917.99,0.989,0.009,0.002,4.87,2.84,0,1,0
5357,2023,9,2023-09-12,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,23,kerosene,2,300,100,8.0,14.816,1,Single_Day,Colombo,Western,6.9271,79.8612,7.2866,80.0755,46.44,6.9,0.99,0.96,15.9,5.2,1.78,82.7,21.36,9.26,231.0,19103.7,256.32,46.3,19406.32,0.984,0.013,0.002,10.68,4.63,0,1,0
15729,2025,8,2025-08-16,Southwest_Monsoon,OBFR,Outboard Fiberglass,81,petrol,5,500,200,20.0,37.04,2,Multi_Day,Galle,Southern,6.1241,81.1185,6.1376,81.2719,17.02,28.1,1.56,1.24,16.7,14.25,13.98,238.04,48.94,33.82,305.0,72602.2,587.28,169.1,73358.58,0.99,0.008,0.002,4.89,3.38,1,1,0
13043,2024,11,2024-11-24,Northeast_Monsoon,OBFR,Outboard Fiberglass,47,petrol,6,500,200,20.0,37.04,1,Single_Day,Beruwala,Western,6.0535,80.2209,6.2354,80.7082,57.55,7.0,0.47,0.97,12.5,6.75,1.47,84.39,30.5,17.79,311.0,26245.29,366.0,88.95,26700.24,0.983,0.014,0.003,5.08,2.96,0,1,0
1453,2022,10,2022-10-12,Southwest_Monsoon,OBFR,Outboard Fiberglass,73,petrol,5,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,5.9,80.4736,44.81,11.1,1.48,1.1,18.0,12.78,5.14,230.09,55.14,29.74,410.0,94336.9,661.68,148.7,95147.28,0.991,0.007,0.002,5.51,2.97,1,1,0
14932,2024,3,2024-03-07,Northeast_Monsoon,IMUL,Industrial Multi-day,359,diesel,19,10000,30000,10.0,18.52,42,Multi_Day,Galle,Southern,6.1241,81.1185,9.8,81.9,669.12,24.8,1.31,1.17,344.8,35.98,18.54,12406.45,9778.64,10894.84,363.0,4503541.35,117343.68,0.0,4620885.03,0.975,0.025,0.0,12.25,13.65,1,1,1
4740,2022,10,2022-10-21,Southwest_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.687,79.981,4.29,13.6,0.8,1.12,11.0,0.0,0.0,0.0,21.84,9.76,0.0,0.0,262.08,48.8,310.88,0.0,0.843,0.157,21.84,9.76,0,0,0
2814,2022,4,2022-04-26,Northeast_Monsoon,OBFR,Outboard Fiberglass,54,petrol,3,500,200,20.0,37.04,1,Single_Day,Colombo,Western,6.9271,79.8612,7.4072,80.0131,55.95,6.7,1.96,0.94,10.6,7.25,1.37,76.82,18.63,10.89,338.0,25965.16,223.56,54.45,26243.17,0.989,0.009,0.002,6.21,3.63,0,1,0
7886,2023,10,2023-10-27,Southwest_Monsoon,IMUL,Industrial Multi-day,226,diesel,19,10000,30000,10.0,18.52,20,Multi_Day,Kankesanthurai,Northern,9.6615,80.0104,9.5101,79.5,138.49,26.8,0.83,1.25,169.2,23.6,28.83,3993.24,4223.42,5005.92,351.0,1401627.24,50681.04,0.0,1452308.28,0.965,0.035,0.0,11.11,13.17,1,1,1
4973,2022,6,2022-06-19,Southwest_Monsoon,OBFR,Outboard Fiberglass,76,petrol,5,500,200,20.0,37.04,2,Multi_Day,Kalpitiya,North Western,8.556,79.8,8.5782,79.5737,25.0,29.4,2.36,1.25,18.5,13.41,9.93,248.14,48.53,33.26,420.0,104218.8,582.36,166.3,104967.46,0.993,0.006,0.002,4.85,3.33,1,1,0
1182,2022,3,2022-03-01,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,2,50,30,3.0,5.556,1,Single_Day,Negombo,Western,7.209,79.835,7.131,79.8242,8.76,6.8,1.43,0.98,12.9,0.0,0.0,0.0,18.43,10.39,0.0,0.0,221.16,51.95,273.11,0.0,0.81,0.19,9.21,5.2,0,0,0
10035,2024,3,2024-03-14,Northeast_Monsoon,OBFR,Outboard Fiberglass,60,petrol,3,500,200,20.0,37.04,2,Multi_Day,Negombo,Western,7.209,79.835,8.0459,79.9559,94.0,21.0,2.42,1.2,20.5,10.91,2.38,223.65,32.39,18.02,371.0,82974.15,388.68,90.1,83452.93,0.994,0.005,0.001,5.4,3.0,1,1,0
3947,2022,3,2022-03-20,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Negombo,Western,7.209,79.835,7.14,79.9141,11.62,9.7,1.18,0.99,12.7,0.0,0.0,0.0,19.21,10.43,0.0,0.0,230.52,52.15,282.67,0.0,0.816,0.184,19.21,10.43,0,0,0
3189,2022,7,2022-07-07,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,26,kerosene,3,300,100,8.0,14.816,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.8132,81.578,47.9,29.3,0.91,1.22,14.5,6.62,2.01,96.05,21.62,9.55,87.0,8356.35,259.44,47.75,8663.54,0.965,0.03,0.006,7.21,3.18,0,1,0
14480,2024,7,2024-07-05,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,18,kerosene,2,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.6143,79.6018,45.1,24.2,1.14,1.21,12.7,4.64,1.31,58.98,19.37,9.29,202.0,11913.96,232.44,46.45,12192.85,0.977,0.019,0.004,9.69,4.64,0,1,0
19826,2025,12,2025-12-19,Northeast_Monsoon,OBFR,Outboard Fiberglass,33,petrol,3,500,200,20.0,37.04,2,Multi_Day,Negombo,Western,7.209,79.835,7.3301,79.9211,16.48,27.1,1.54,1.15,17.4,5.47,5.77,95.13,29.12,17.4,294.0,27968.22,349.44,87.0,28404.66,0.985,0.012,0.003,4.85,2.9,1,1,0
9623,2023,3,2023-03-09,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,2,50,30,3.0,5.556,1,Single_Day,Negombo,Western,7.209,79.835,7.2212,79.8588,2.95,28.1,0.54,1.29,7.5,0.0,0.0,0.0,18.69,8.98,0.0,0.0,224.28,44.9,269.18,0.0,0.833,0.167,9.35,4.49,0,0,0
1006,2022,10,2022-10-04,Southwest_Monsoon,IMUL,Industrial Multi-day,322,diesel,15,10000,30000,10.0,18.52,31,Multi_Day,Colombo,Western,6.9271,79.8612,8.4429,79.5,706.54,20.2,0.41,1.28,314.1,30.33,13.48,9527.07,7198.73,7817.73,430.0,4096640.1,86384.76,0.0,4183024.86,0.979,0.021,0.0,15.48,16.81,1,1,1
2325,2022,12,2022-12-01,Northeast_Monsoon,IMUL,Industrial Multi-day,296,diesel,19,10000,30000,10.0,18.52,41,Multi_Day,Kalpitiya,North Western,8.556,79.8,9.6435,79.5,128.86,12.8,0.95,1.13,289.0,27.59,61.88,7973.71,8218.38,10072.13,430.0,3428695.3,98620.56,0.0,3527315.86,0.972,0.028,0.0,10.55,12.93,1,1,1
10645,2024,1,2024-01-12,Northeast_Monsoon,MDBT,Motorized Day Boat,70,diesel,8,2000,1000,13.0,24.076,2,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.6662,80.6062,70.12,22.4,1.89,1.23,25.7,8.09,2.97,208.01,122.91,255.06,358.0,74467.58,1474.92,0.0,75942.5,0.981,0.019,0.0,7.68,15.94,1,1,0
19523,2025,9,2025-09-19,Southwest_Monsoon,OBFR,Outboard Fiberglass,59,petrol,6,500,200,20.0,37.04,2,Multi_Day,Kalpitiya,North Western,8.556,79.8,8.4264,79.674,19.99,15.2,2.21,1.0,14.9,9.36,6.98,139.49,59.13,33.39,299.0,41707.51,709.56,166.95,42584.02,0.979,0.017,0.004,4.93,2.78,1,1,0
17725,2025,5,2025-05-01,Southwest_Monsoon,MDBT,Motorized Day Boat,99,diesel,9,2000,1000,13.0,24.076,4,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.8438,80.2085,117.26,24.9,2.16,1.24,42.1,11.67,4.19,491.39,247.65,491.5,274.0,134640.86,2971.8,0.0,137612.66,0.978,0.022,0.0,6.88,13.65,1,1,1
5743,2023,11,2023-11-27,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,20,kerosene,2,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.651,79.9523,6.47,8.1,0.86,0.98,7.1,4.39,4.82,31.17,21.28,10.9,249.0,7761.33,255.36,54.5,8071.19,0.962,0.032,0.007,10.64,5.45,0,1,0
12680,2024,7,2024-07-27,Southwest_Monsoon,MDBT,Motorized Day Boat,130,diesel,10,2000,1000,13.0,24.076,1,Single_Day,Galle,Southern,6.1241,81.1185,6.3342,80.7716,44.9,9.5,1.39,0.94,12.4,11.03,3.05,136.8,78.04,165.86,317.0,43365.6,936.48,829.3,45131.38,0.961,0.021,0.018,7.8,16.59,0,1,0
14583,2024,8,2024-08-02,Southwest_Monsoon,MDBT,Motorized Day Boat,142,diesel,6,2000,1000,13.0,24.076,2,Multi_Day,Colombo,Western,6.9271,79.8612,7.0252,80.1054,29.07,21.2,1.3,1.17,14.7,17.83,9.02,262.11,78.52,163.58,317.0,83088.87,942.24,0.0,84031.11,0.989,0.011,0.0,6.54,13.63,1,1,0
19257,2025,6,2025-06-02,Southwest_Monsoon,OBFR,Outboard Fiberglass,82,petrol,3,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,6.348,79.7824,58.5,19.1,2.01,1.12,17.3,13.83,4.09,239.33,30.11,19.13,293.0,70123.69,361.32,95.65,70580.66,0.994,0.005,0.001,5.02,3.19,1,1,0
11881,2024,10,2024-10-11,Southwest_Monsoon,OBFR,Outboard Fiberglass,33,petrol,4,500,200,20.0,37.04,1,Single_Day,Negombo,Western,7.209,79.835,6.6703,79.5,72.54,8.4,1.82,0.97,11.3,4.81,0.75,54.36,21.3,11.02,311.0,16905.96,255.6,55.1,17216.66,0.982,0.015,0.003,5.33,2.75,0,1,0
1027,2022,9,2022-09-03,Southwest_Monsoon,OBFR,Outboard Fiberglass,53,petrol,3,500,200,20.0,37.04,2,Multi_Day,Negombo,Western,7.209,79.835,6.7941,79.7761,46.58,5.9,2.18,0.92,21.3,6.92,3.16,147.32,31.33,20.1,450.0,66294.0,375.96,100.5,66770.46,0.993,0.006,0.002,5.22,3.35,1,1,0
4069,2022,12,2022-12-23,Northeast_Monsoon,OBFR,Outboard Fiberglass,27,petrol,3,500,200,20.0,37.04,2,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,80.5214,38.35,8.0,1.01,0.95,15.0,3.89,1.52,58.28,28.94,19.75,370.0,21563.6,347.28,98.75,22009.63,0.98,0.016,0.004,4.82,3.29,1,1,0
18572,2025,10,2025-10-13,Southwest_Monsoon,IMUL,Industrial Multi-day,495,diesel,18,10000,30000,10.0,18.52,26,Multi_Day,Kalpitiya,North Western,8.556,79.8,9.4167,81.5296,212.71,26.3,1.01,1.21,243.6,47.22,54.08,11502.79,5008.9,6197.23,277.0,3186272.83,60106.8,0.0,3246379.63,0.981,0.019,0.0,10.7,13.24,1,1,1
14652,2024,2,2024-02-15,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,19,kerosene,3,300,100,8.0,14.816,1,Single_Day,Hambantota,Southern,5.9549,80.5549,6.2542,80.549,33.28,21.0,1.64,1.18,13.9,4.57,1.91,63.5,21.0,10.07,262.0,16637.0,252.0,50.35,16939.35,0.982,0.015,0.003,7.0,3.36,0,1,0
6650,2023,11,2023-11-18,Northeast_Monsoon,MDBT,Motorized Day Boat,83,diesel,8,2000,1000,13.0,24.076,5,Multi_Day,Galle,Southern,6.1241,81.1185,7.3762,81.1499,139.27,10.8,1.79,1.14,42.4,8.68,2.64,368.23,329.36,667.89,356.0,131089.88,3952.32,0.0,135042.2,0.971,0.029,0.0,8.23,16.7,1,1,1
15783,2025,1,2025-01-15,Northeast_Monsoon,OBFR,Outboard Fiberglass,79,petrol,4,500,200,20.0,37.04,2,Multi_Day,Galle,Southern,6.1241,81.1185,6.3134,81.187,22.37,10.0,0.82,1.09,21.1,13.66,12.88,288.16,39.55,22.18,309.0,89041.44,474.6,110.9,89626.94,0.993,0.005,0.001,4.94,2.77,1,1,0
17648,2025,3,2025-03-12,Northeast_Monsoon,OBFR,Outboard Fiberglass,89,petrol,3,500,200,20.0,37.04,2,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.8176,81.0484,36.02,26.1,1.37,1.17,16.9,15.48,7.26,261.58,31.91,17.15,309.0,80828.22,382.92,85.75,81296.89,0.994,0.005,0.001,5.32,2.86,1,1,0
4622,2022,11,2022-11-08,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,23,kerosene,4,300,100,8.0,14.816,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.573,81.3336,11.36,24.3,2.1,1.27,8.8,6.63,5.13,58.31,21.88,10.69,340.0,19825.4,262.56,53.45,20141.41,0.984,0.013,0.003,5.47,2.67,0,1,0
10385,2024,7,2024-07-09,Southwest_Monsoon,OBFR,Outboard Fiberglass,85,petrol,5,500,200,20.0,37.04,1,Single_Day,Beruwala,Western,6.0535,80.2209,6.1507,80.2606,11.67,7.6,2.05,0.99,6.9,11.85,7.01,81.77,23.15,13.55,344.0,28128.88,277.8,67.75,28474.43,0.988,0.01,0.002,4.63,2.71,0,1,0
13670,2024,6,2024-06-02,Southwest_Monsoon,OBFR,Outboard Fiberglass,34,petrol,6,500,200,20.0,37.04,2,Multi_Day,Galle,Southern,6.1241,81.1185,6.2297,80.6329,54.95,25.0,1.74,1.19,22.0,6.45,2.58,141.93,68.08,38.69,355.0,50385.15,816.96,193.45,51395.56,0.98,0.016,0.004,5.67,3.22,1,1,0
14046,2024,11,2024-11-22,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,19,kerosene,2,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.4558,79.6608,44.64,19.4,2.23,1.09,14.3,4.4,1.41,62.93,20.4,9.29,183.0,11516.19,244.8,46.45,11807.44,0.975,0.021,0.004,10.2,4.64,0,1,0
1962,2022,11,2022-11-07,Northeast_Monsoon,MDBT,Motorized Day Boat,70,diesel,10,2000,1000,13.0,24.076,1,Single_Day,Galle,Southern,6.1241,81.1185,6.5107,80.5358,77.43,25.2,2.02,1.21,14.4,7.9,1.47,113.78,66.38,167.59,415.0,47218.7,796.56,837.95,48853.21,0.967,0.016,0.017,6.64,16.76,0,1,0
