boat_type_MDBT,boat_type_NMTR,boat_type_OBFR,boat_type_TKBO,engine_hp,fuel_type_kerosene,fuel_type_none,fuel_type_petrol,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_kmh,trip_days,trip_month,distance_km,wind_kph,wave_height_m,total_hours,region_North Western,region_Northern,region_Southern,region_Western,is_multi_day,has_engine
True,False,False,False,77,False,False,False,9,2000,1000,24.076,3,1,75.65,25.1,2.4,26.2,False,False,False,True,1,1
False,False,False,False,285,False,False,False,13,10000,30000,18.52,14,9,252.4,17.5,2.13,154.3,False,False,False,True,1,1
True,False,False,False,73,False,False,False,9,2000,1000,24.076,2,8,72.07,14.1,2.04,18.2,False,False,False,False,1,1
True,False,False,False,81,False,False,False,10,2000,1000,24.076,2,6,132.27,27.0,0.48,23.8,False,False,True,False,1,1
False,False,True,False,51,False,False,True,4,500,200,37.04,2,10,45.71,26.5,2.26,16.8,False,True,False,False,1,1
True,False,False,False,137,False,False,False,8,2000,1000,24.076,3,5,85.7,25.5,1.2,36.7,False,False,False,False,1,1
False,False,False,False,294,False,False,False,16,10000,30000,18.52,41,4,448.79,14.3,0.77,371.1,False,True,False,False,1,1
False,False,False,True,11,True,False,False,3,300,100,14.816,1,8,42.72,17.6,0.63,13.6,False,False,False,True,0,1
False,False,True,False,77,False,False,True,6,500,200,37.04,2,8,94.9,8.9,0.92,23.0,False,False,False,True,1,1
True,False,False,False,120,False,False,False,7,2000,1000,24.076,1,10,45.23,6.6,1.67,13.6,False,True,False,False,0,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,2,7.33,6.5,2.08,11.3,True,False,False,False,0,0
False,False,True,False,69,False,False,True,5,500,200,37.04,1,8,25.54,19.4,1.95,8.7,True,False,False,False,0,1
True,False,False,False,138,False,False,False,6,2000,1000,24.076,4,10,45.26,23.7,1.33,35.7,False,False,False,True,1,1
False,False,False,True,24,True,False,False,2,300,100,14.816,1,9,15.02,24.3,1.21,11.0,False,True,False,False,0,1
True,False,False,False,75,False,False,False,6,2000,1000,24.076,3,8,65.62,29.9,2.04,33.7,False,True,False,False,1,1
False,False,True,False,83,False,False,True,6,500,200,37.04,1,3,26.49,20.5,1.72,10.4,False,False,True,False,0,1
False,False,False,False,343,False,False,False,12,10000,30000,18.52,33,8,202.81,28.6,1.28,300.4,False,False,False,True,1,1
False,False,False,True,11,True,False,False,4,300,100,14.816,1,9,16.44,16.6,2.42,9.5,False,False,False,True,0,1
False,False,True,False,75,False,False,True,3,500,200,37.04,1,5,87.14,10.0,1.11,14.6,True,False,False,False,0,1
False,False,False,True,23,True,False,False,2,300,100,14.816,1,2,47.6,28.9,0.32,13.0,False,False,False,True,0,1
True,False,False,False,87,False,False,False,6,2000,1000,24.076,3,7,64.67,15.0,1.73,28.6,True,False,False,False,1,1
False,False,True,False,33,False,False,True,4,500,200,37.04,1,5,60.69,20.2,2.4,11.3,False,True,False,False,0,1
False,False,False,False,362,False,False,False,16,10000,30000,18.52,23,8,697.31,13.7,0.57,263.5,False,False,False,True,1,1
True,False,False,False,136,False,False,False,6,2000,1000,24.076,2,11,24.83,14.0,0.85,19.3,False,False,False,True,1,1
True,False,False,False,67,False,False,False,9,2000,1000,24.076,5,1,57.87,19.5,0.78,44.1,False,False,False,False,1,1
False,False,False,False,251,False,False,False,18,10000,30000,18.52,27,7,306.91,27.8,1.32,261.3,False,False,True,False,1,1
True,False,False,False,68,False,False,False,9,2000,1000,24.076,4,1,16.84,28.0,1.15,30.8,False,False,False,True,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,2,2.16,19.1,0.44,8.3,False,False,False,True,0,0
False,False,False,False,339,False,False,False,18,10000,30000,18.52,35,1,480.29,24.8,1.04,306.9,True,False,False,False,1,1
True,False,False,False,83,False,False,False,9,2000,1000,24.076,2,9,68.53,10.3,1.1,23.4,True,False,False,False,1,1
False,False,True,False,25,False,False,True,5,500,200,37.04,2,1,90.88,13.8,2.05,21.8,False,True,False,False,1,1
False,False,False,False,408,False,False,False,18,10000,30000,18.52,13,10,526.19,7.1,2.02,157.9,False,True,False,False,1,1
False,False,True,False,77,False,False,True,5,500,200,37.04,1,1,20.92,13.1,1.45,8.7,False,False,True,False,0,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,1,11.84,11.9,1.24,13.0,False,False,False,True,0,0
False,False,True,False,79,False,False,True,3,500,200,37.04,2,12,59.51,18.1,2.49,17.2,False,True,False,False,1,1
False,False,True,False,58,False,False,True,4,500,200,37.04,1,6,11.58,27.4,1.57,8.4,False,True,False,False,0,1
False,False,True,False,29,False,False,True,6,500,200,37.04,1,6,56.11,20.8,1.89,12.5,False,False,False,True,0,1
False,False,True,False,30,False,False,True,4,500,200,37.04,1,6,81.48,18.0,0.38,13.9,False,False,True,False,0,1
False,False,True,False,71,False,False,True,6,500,200,37.04,1,6,21.28,29.8,1.81,9.4,False,False,False,True,0,1
False,False,True,False,86,False,False,True,5,500,200,37.04,1,2,18.51,22.3,1.37,8.9,False,False,False,True,0,1
False,False,True,False,44,False,False,True,6,500,200,37.04,2,9,30.5,11.6,0.67,21.3,False,False,False,False,1,1
False,False,False,False,494,False,False,False,16,10000,30000,18.52,27,4,450.57,15.5,0.35,243.5,True,False,False,False,1,1
False,False,False,False,406,False,False,False,18,10000,30000,18.52,22,7,693.84,26.5,1.84,279.7,False,False,False,False,1,1
False,False,True,False,62,False,False,True,3,500,200,37.04,2,3,36.56,22.8,1.49,15.7,False,True,False,False,1,1
True,False,False,False,93,False,False,False,9,2000,1000,24.076,5,6,55.39,13.0,1.16,43.8,False,False,True,False,1,1
True,False,False,False,127,False,False,False,6,2000,1000,24.076,2,12,20.54,10.6,1.32,18.3,False,False,False,False,1,1
True,False,False,False,85,False,False,False,7,2000,1000,24.076,2,6,122.26,12.5,1.33,22.7,False,True,False,False,1,1
False,False,False,True,30,True,False,False,3,300,100,14.816,1,4,45.36,26.5,2.12,15.5,False,True,False,False,0,1
True,False,False,False,111,False,False,False,10,2000,1000,24.076,3,5,112.93,13.7,1.93,32.5,False,False,False,True,1,1
False,False,True,False,31,False,False,True,3,500,200,37.04,1,1,65.43,13.2,2.39,13.1,False,False,False,True,0,1
True,False,False,False,143,False,False,False,8,2000,1000,24.076,4,2,21.28,5.6,1.64,41.4,False,False,False,True,1,1
True,False,False,False,84,False,False,False,9,2000,1000,24.076,5,1,121.02,24.5,1.3,58.8,False,False,False,True,1,1
False,False,False,False,276,False,False,False,20,10000,30000,18.52,43,1,714.37,8.0,1.65,385.8,False,False,False,True,1,1
False,False,False,True,27,True,False,False,4,300,100,14.816,1,2,44.37,6.5,0.84,15.2,False,True,False,False,0,1
False,False,True,False,36,False,False,True,3,500,200,37.04,2,12,92.47,9.2,2.44,18.4,False,False,False,False,1,1
False,False,False,False,292,False,False,False,15,10000,30000,18.52,45,11,169.92,24.6,2.2,397.6,False,False,False,True,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,12,4.79,10.0,2.27,8.3,False,False,False,True,0,0
False,False,True,False,51,False,False,True,3,500,200,37.04,2,10,20.99,10.9,1.5,13.3,False,False,False,False,1,1
False,False,True,False,34,False,False,True,4,500,200,37.04,2,11,43.13,9.4,2.31,20.4,False,True,False,False,1,1
False,False,False,True,19,True,False,False,3,300,100,14.816,1,3,18.91,26.7,2.3,11.2,True,False,False,False,0,1
False,False,True,False,56,False,False,True,6,500,200,37.04,1,3,56.39,6.8,0.32,9.5,False,True,False,False,0,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,8,1.17,11.4,1.26,8.0,False,True,False,False,0,0
True,False,False,False,150,False,False,False,9,2000,1000,24.076,3,3,18.85,20.6,0.31,30.0,False,True,False,False,1,1
False,False,True,False,33,False,False,True,6,500,200,37.04,1,9,64.64,11.3,0.97,9.5,False,False,False,True,0,1
False,False,False,True,20,True,False,False,4,300,100,14.816,1,12,32.32,21.3,0.46,12.2,False,False,False,True,0,1
True,False,False,False,130,False,False,False,9,2000,1000,24.076,5,6,79.84,11.1,2.33,49.9,False,False,False,False,1,1
False,False,False,False,239,False,False,False,16,10000,30000,18.52,10,8,205.28,20.9,2.31,105.4,False,False,False,True,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,2,5.25,13.4,1.68,10.5,False,True,False,False,0,0
False,False,False,False,489,False,False,False,16,10000,30000,18.52,32,12,135.86,13.7,2.45,323.3,False,False,False,False,1,1
False,False,True,False,32,False,False,True,4,500,200,37.04,1,5,50.69,5.5,0.83,11.1,False,False,True,False,0,1
False,False,True,False,39,False,False,True,6,500,200,37.04,2,5,21.02,19.5,2.29,14.2,False,False,False,True,1,1
False,False,True,False,56,False,False,True,3,500,200,37.04,2,3,25.47,21.7,1.76,14.7,False,False,True,False,1,1
False,False,True,False,69,False,False,True,3,500,200,37.04,1,12,57.27,11.0,2.4,9.4,False,False,False,True,0,1
False,False,True,False,72,False,False,True,4,500,200,37.04,2,9,21.77,14.6,0.55,16.8,False,False,False,True,1,1
False,False,False,True,22,True,False,False,2,300,100,14.816,1,5,34.68,18.8,0.96,13.2,False,False,False,True,0,1
False,False,True,False,83,False,False,True,6,500,200,37.04,1,1,71.38,23.5,1.82,13.7,False,False,False,True,0,1
False,False,False,False,314,False,False,False,17,10000,30000,18.52,40,11,95.35,16.0,1.67,307.5,False,False,True,False,1,1
False,False,True,False,48,False,False,True,3,500,200,37.04,2,7,15.68,26.8,1.81,13.5,False,False,True,False,1,1
True,False,False,False,99,False,False,False,8,2000,1000,24.076,5,1,36.58,13.0,0.46,33.6,False,False,False,True,1,1
False,False,True,False,35,False,False,True,4,500,200,37.04,2,1,44.74,25.3,1.66,16.5,False,False,True,False,1,1
False,False,False,False,421,False,False,False,14,10000,30000,18.52,16,11,774.94,29.7,1.26,212.5,False,False,False,False,1,1
True,False,False,False,77,False,False,False,8,2000,1000,24.076,2,5,85.19,22.8,1.91,20.6,True,False,False,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,12,5.38,10.1,2.04,10.2,False,False,False,False,0,0
False,False,False,True,19,True,False,False,4,300,100,14.816,1,7,23.11,26.6,1.78,12.0,False,False,True,False,0,1
False,False,True,False,79,False,False,True,5,500,200,37.04,1,6,94.45,25.0,1.05,12.4,False,False,True,False,0,1
False,False,False,False,339,False,False,False,16,10000,30000,18.52,32,6,362.32,23.7,0.41,304.5,False,False,False,False,1,1
False,False,True,False,44,False,False,True,3,500,200,37.04,2,4,43.51,11.1,0.31,16.9,False,False,True,False,1,1
False,False,True,False,81,False,False,True,4,500,200,37.04,1,2,46.69,24.7,2.32,10.6,False,False,False,True,0,1
True,False,False,False,146,False,False,False,9,2000,1000,24.076,5,6,106.61,6.9,2.31,57.5,False,False,True,False,1,1
False,False,True,False,52,False,False,True,4,500,200,37.04,1,12,58.69,20.5,1.24,10.6,False,False,True,False,0,1
False,False,False,False,210,False,False,False,15,10000,30000,18.52,38,11,650.38,15.6,2.05,344.3,False,False,True,False,1,1
False,False,False,False,415,False,False,False,15,10000,30000,18.52,16,4,725.19,24.0,1.39,224.6,False,False,False,True,1,1
True,False,False,False,133,False,False,False,10,2000,1000,24.076,1,12,63.0,18.8,2.24,11.8,True,False,False,False,0,1
False,False,True,False,87,False,False,True,4,500,200,37.04,2,11,53.96,19.7,2.13,16.3,True,False,False,False,1,1
False,False,True,False,70,False,False,True,3,500,200,37.04,2,7,79.42,29.5,0.52,23.6,False,False,False,True,1,1
False,False,True,False,48,False,False,True,3,500,200,37.04,1,7,83.88,9.2,2.08,13.6,True,False,False,False,0,1
False,False,False,False,355,False,False,False,12,10000,30000,18.52,21,8,693.27,8.3,1.11,265.7,False,False,True,False,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,2,3.89,22.8,1.53,10.5,False,False,False,True,0,0
False,False,False,True,21,True,False,False,4,300,100,14.816,1,7,21.2,28.8,2.37,12.3,False,False,False,True,0,1
False,False,False,True,14,True,False,False,3,300,100,14.816,1,1,4.36,23.0,1.92,9.3,False,False,True,False,0,1
False,False,True,False,61,False,False,True,5,500,200,37.04,1,1,59.2,7.6,1.85,10.0,False,False,False,True,0,1
True,False,False,False,114,False,False,False,8,2000,1000,24.076,3,5,72.44,14.5,0.33,30.6,False,True,False,False,1,1
False,False,True,False,66,False,False,True,3,500,200,37.04,2,11,23.66,29.5,0.86,17.0,False,False,False,False,1,1
False,False,False,False,406,False,False,False,14,10000,30000,18.52,26,5,697.72,7.5,0.78,291.8,False,False,False,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,5,9.83,19.0,2.03,13.4,False,False,False,True,0,0
True,False,False,False,94,False,False,False,8,2000,1000,24.076,4,10,144.28,13.7,0.42,48.3,False,False,False,True,1,1
True,False,False,False,73,False,False,False,10,2000,1000,24.076,1,5,100.57,16.3,0.85,14.8,False,True,False,False,0,1
False,False,True,False,32,False,False,True,5,500,200,37.04,1,2,9.0,29.7,2.32,8.8,False,False,False,True,0,1
False,False,True,False,67,False,False,True,6,500,200,37.04,2,5,35.93,27.7,1.79,14.7,False,False,True,False,1,1
True,False,False,False,96,False,False,False,9,2000,1000,24.076,1,10,63.35,19.9,1.33,12.8,False,False,False,False,0,1
False,False,False,True,24,True,False,False,4,300,100,14.816,1,3,18.51,25.8,1.16,9.7,False,False,False,False,0,1
False,False,False,True,16,True,False,False,3,300,100,14.816,1,5,27.93,19.8,0.98,12.9,False,False,True,False,0,1
False,False,True,False,44,False,False,True,3,500,200,37.04,1,9,91.69,16.9,2.12,14.2,True,False,False,False,0,1
False,False,True,False,57,False,False,True,3,500,200,37.04,1,11,93.81,24.0,1.88,12.2,False,True,False,False,0,1
False,False,True,False,60,False,False,True,3,500,200,37.04,2,5,51.91,12.4,0.96,22.1,True,False,False,False,1,1
True,False,False,False,72,False,False,False,6,2000,1000,24.076,3,10,85.72,6.8,1.34,36.7,False,False,True,False,1,1
False,False,True,False,67,False,False,True,3,500,200,37.04,2,12,89.46,23.2,2.21,20.1,False,False,True,False,1,1
False,False,False,False,405,False,False,False,12,10000,30000,18.52,23,4,141.82,16.8,1.2,189.2,False,True,False,False,1,1
False,False,False,True,10,True,False,False,3,300,100,14.816,1,5,29.73,24.4,0.51,13.5,False,False,True,False,0,1
False,False,False,False,412,False,False,False,19,10000,30000,18.52,30,6,483.06,26.4,2.16,281.6,False,False,False,True,1,1
False,False,True,False,85,False,False,True,6,500,200,37.04,1,8,66.74,15.9,0.66,12.9,False,False,False,True,0,1
False,False,True,False,70,False,False,True,6,500,200,37.04,1,3,43.16,18.7,1.96,11.6,False,False,True,False,0,1
False,False,True,False,48,False,False,True,6,500,200,37.04,1,7,73.49,5.3,2.49,10.9,False,False,False,False,0,1
True,False,False,False,122,False,False,False,6,2000,1000,24.076,3,6,24.41,24.7,2.13,31.2,False,False,True,False,1,1
False,False,True,False,26,False,False,True,3,500,200,37.04,1,3,53.24,6.1,0.42,11.6,False,True,False,False,0,1
False,False,True,False,43,False,False,True,6,500,200,37.04,2,3,31.22,26.1,1.97,20.4,True,False,False,False,1,1
False,False,False,False,450,False,False,False,12,10000,30000,18.52,24,2,423.26,6.9,1.11,269.7,False,False,True,False,1,1
False,False,True,False,74,False,False,True,6,500,200,37.04,2,7,26.66,16.2,0.96,18.1,False,False,False,True,1,1
False,False,False,True,23,True,False,False,3,300,100,14.816,1,9,4.92,12.0,1.42,7.6,False,False,False,True,0,1
False,False,True,False,49,False,False,True,4,500,200,37.04,1,2,32.46,24.7,2.2,9.8,False,False,False,True,0,1
False,False,False,False,254,False,False,False,12,10000,30000,18.52,15,4,422.78,20.7,1.55,157.3,False,False,False,True,1,1
False,False,False,False,388,False,False,False,14,10000,30000,18.52,38,9,746.83,8.4,0.48,398.0,False,False,False,False,1,1
True,False,False,False,95,False,False,False,7,2000,1000,24.076,3,12,96.09,21.2,1.86,36.6,False,False,True,False,1,1
True,False,False,False,115,False,False,False,6,2000,1000,24.076,4,12,155.55,5.4,2.29,40.7,True,False,False,False,1,1
False,False,True,False,32,False,False,True,5,500,200,37.04,2,3,12.07,10.9,1.06,13.6,True,False,False,False,1,1
False,False,False,True,30,True,False,False,4,300,100,14.816,1,5,20.19,16.1,0.52,11.5,False,False,True,False,0,1
False,False,True,False,47,False,False,True,6,500,200,37.04,2,10,58.14,20.1,0.85,18.0,False,False,False,True,1,1
False,False,False,True,22,True,False,False,4,300,100,14.816,1,11,40.73,26.5,2.22,14.6,True,False,False,False,0,1
False,False,True,False,85,False,False,True,4,500,200,37.04,2,7,64.0,21.4,1.67,18.9,False,True,False,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,1,2.5,24.3,2.1,8.8,False,False,False,False,0,0
False,False,True,False,32,False,False,True,3,500,200,37.04,1,11,84.61,10.1,0.74,12.2,False,False,True,False,0,1
False,False,True,False,82,False,False,True,6,500,200,37.04,2,6,24.27,22.4,1.55,14.2,False,False,True,False,1,1
True,False,False,False,140,False,False,False,9,2000,1000,24.076,2,7,31.82,25.5,2.15,18.6,True,False,False,False,1,1
True,False,False,False,65,False,False,False,9,2000,1000,24.076,4,12,56.2,15.1,1.23,32.2,False,False,False,True,1,1
False,False,True,False,68,False,False,True,4,500,200,37.04,1,12,51.98,18.0,0.91,9.1,False,False,False,True,0,1
False,False,True,False,67,False,False,True,3,500,200,37.04,1,12,38.98,28.8,1.31,11.5,False,False,False,False,0,1
False,False,True,False,81,False,False,True,5,500,200,37.04,2,2,39.31,14.6,1.88,19.2,False,False,True,False,1,1
True,False,False,False,106,False,False,False,6,2000,1000,24.076,3,9,86.38,27.4,1.66,28.5,False,False,True,False,1,1
True,False,False,False,129,False,False,False,9,2000,1000,24.076,1,3,120.41,10.5,1.91,17.1,False,False,False,False,0,1
True,False,False,False,104,False,False,False,9,2000,1000,24.076,1,4,110.13,14.8,0.54,19.0,False,False,False,False,0,1
True,False,False,False,126,False,False,False,6,2000,1000,24.076,2,12,41.4,12.4,0.79,16.5,False,False,False,True,1,1
True,False,False,False,146,False,False,False,8,2000,1000,24.076,5,8,23.71,22.0,1.9,50.0,False,True,False,False,1,1
False,False,False,True,14,True,False,False,2,300,100,14.816,1,3,37.0,25.0,0.94,11.8,False,False,False,True,0,1
True,False,False,False,113,False,False,False,6,2000,1000,24.076,4,5,89.77,22.8,2.44,39.7,False,False,False,True,1,1
True,False,False,False,111,False,False,False,6,2000,1000,24.076,4,4,23.93,19.9,1.09,29.5,False,False,False,True,1,1
False,False,False,True,28,True,False,False,3,300,100,14.816,1,2,11.66,8.5,1.07,9.9,False,True,False,False,0,1
True,False,False,False,73,False,False,False,6,2000,1000,24.076,4,10,18.65,17.3,2.0,28.3,False,False,True,False,1,1
False,False,True,False,70,False,False,True,3,500,200,37.04,2,10,90.03,17.4,0.32,17.7,False,True,False,False,1,1
False,False,False,True,16,True,False,False,2,300,100,14.816,1,4,21.67,11.7,0.57,11.9,False,False,False,True,0,1
False,False,True,False,76,False,False,True,6,500,200,37.04,2,3,26.51,15.0,0.83,19.7,False,False,False,False,1,1
True,False,False,False,104,False,False,False,9,2000,1000,24.076,3,2,36.67,24.8,1.35,21.9,False,False,False,True,1,1
False,False,True,False,89,False,False,True,3,500,200,37.04,2,12,75.91,15.5,1.37,23.8,False,False,True,False,1,1
False,False,True,False,57,False,False,True,3,500,200,37.04,1,12,26.98,9.1,0.45,9.6,False,False,True,False,0,1
False,False,True,False,74,False,False,True,6,500,200,37.04,1,8,84.83,21.2,1.46,13.7,False,True,False,False,0,1
True,False,False,False,114,False,False,False,6,2000,1000,24.076,3,9,51.55,8.7,2.32,23.6,False,False,False,True,1,1
False,False,False,False,267,False,False,False,19,10000,30000,18.52,30,11,289.09,20.5,0.38,288.3,False,False,True,False,1,1
True,False,False,False,126,False,False,False,8,2000,1000,24.076,3,4,66.99,14.5,2.35,30.5,False,False,False,True,1,1
True,False,False,False,74,False,False,False,9,2000,1000,24.076,2,5,146.94,18.6,0.82,31.7,False,False,False,True,1,1
True,False,False,False,88,False,False,False,8,2000,1000,24.076,4,3,89.77,20.6,0.88,45.1,False,False,False,False,1,1
False,False,True,False,36,False,False,True,6,500,200,37.04,1,3,79.03,7.0,2.11,13.3,False,False,False,False,0,1
False,False,True,False,56,False,False,True,4,500,200,37.04,2,11,87.98,7.3,0.69,21.4,False,False,True,False,1,1
False,False,False,True,13,True,False,False,2,300,100,14.816,1,11,6.05,28.6,2.35,9.9,True,False,False,False,0,1
False,False,True,False,72,False,False,True,4,500,200,37.04,1,11,10.57,10.0,1.81,10.2,False,False,True,False,0,1
True,False,False,False,99,False,False,False,6,2000,1000,24.076,4,1,18.59,11.9,2.12,25.7,False,False,False,False,1,1
True,False,False,False,69,False,False,False,10,2000,1000,24.076,4,8,74.96,9.0,0.31,39.8,False,False,False,True,1,1
True,False,False,False,131,False,False,False,10,2000,1000,24.076,3,6,67.2,24.8,2.45,26.5,False,False,False,True,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,9,11.86,10.7,2.48,13.9,False,False,False,True,0,0
False,False,False,False,231,False,False,False,16,10000,30000,18.52,35,2,125.94,16.6,1.49,352.1,False,False,False,True,1,1
False,False,True,False,46,False,False,True,4,500,200,37.04,1,11,23.77,16.5,1.36,7.7,False,False,True,False,0,1
True,False,False,False,137,False,False,False,6,2000,1000,24.076,5,6,79.26,24.0,1.69,38.5,False,False,False,False,1,1
False,False,True,False,38,False,False,True,3,500,200,37.04,1,9,56.47,27.5,0.61,9.1,False,False,True,False,0,1
True,False,False,False,103,False,False,False,9,2000,1000,24.076,4,1,70.31,5.5,1.58,36.4,True,False,False,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,4,8.55,7.1,1.85,13.1,False,False,False,True,0,0
True,False,False,False,76,False,False,False,8,2000,1000,24.076,5,4,85.18,20.7,1.29,52.4,False,False,True,False,1,1
False,False,False,True,18,True,False,False,2,300,100,14.816,1,2,18.93,28.6,0.63,8.6,False,False,False,True,0,1
False,False,False,False,419,False,False,False,15,10000,30000,18.52,25,1,71.98,28.7,0.42,190.0,False,False,True,False,1,1
False,False,True,False,51,False,False,True,6,500,200,37.04,1,4,36.08,15.0,2.03,8.8,False,False,False,True,0,1
True,False,False,False,99,False,False,False,9,2000,1000,24.076,2,9,111.85,10.9,0.52,23.5,False,True,False,False,1,1
False,False,True,False,42,False,False,True,4,500,200,37.04,1,4,79.36,18.1,0.86,11.9,False,True,False,False,0,1
False,False,True,False,58,False,False,True,6,500,200,37.04,2,9,73.09,15.1,0.36,16.9,False,False,False,False,1,1
False,False,False,False,326,False,False,False,18,10000,30000,18.52,31,12,711.24,18.3,1.93,344.9,False,False,False,False,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,1,2.04,9.5,2.16,8.8,False,False,False,True,0,0
False,False,True,False,34,False,False,True,4,500,200,37.04,1,1,49.28,26.2,0.57,11.1,False,False,True,False,0,1
False,False,True,False,51,False,False,True,4,500,200,37.04,2,12,70.06,23.2,1.62,20.5,False,False,False,True,1,1
False,False,False,False,368,False,False,False,13,10000,30000,18.52,17,6,175.31,29.7,1.02,166.3,False,False,False,True,1,1
False,False,True,False,73,False,False,True,6,500,200,37.04,1,4,66.68,14.0,1.79,10.8,False,False,False,True,0,1
False,False,False,False,273,False,False,False,17,10000,30000,18.52,10,7,454.52,28.0,1.09,145.0,False,False,False,True,1,1
False,False,True,False,29,False,False,True,4,500,200,37.04,2,7,16.5,14.8,2.49,14.4,False,False,False,True,1,1
False,False,False,True,25,True,False,False,3,300,100,14.816,1,11,41.39,24.5,1.49,14.5,False,False,False,True,0,1
False,False,True,False,45,False,False,True,5,500,200,37.04,1,9,32.98,19.4,1.03,9.4,False,False,False,True,0,1
False,False,True,False,25,False,False,True,5,500,200,37.04,2,12,85.39,29.6,1.14,17.7,False,False,False,True,1,1
False,False,False,False,345,False,False,False,15,10000,30000,18.52,39,11,741.2,27.6,2.2,447.0,False,True,False,False,1,1
True,False,False,False,74,False,False,False,10,2000,1000,24.076,2,5,42.42,8.2,2.39,17.0,False,False,False,True,1,1
False,False,True,False,72,False,False,True,5,500,200,37.04,1,11,61.59,11.2,0.79,11.5,False,False,False,True,0,1
False,False,False,False,285,False,False,False,16,10000,30000,18.52,39,7,445.73,13.5,0.68,311.9,True,False,False,False,1,1
False,False,True,False,62,False,False,True,3,500,200,37.04,2,5,73.71,5.0,1.35,21.3,False,False,True,False,1,1
False,False,False,False,280,False,False,False,18,10000,30000,18.52,32,12,634.16,13.2,0.53,381.0,False,False,False,True,1,1
False,False,False,False,432,False,False,False,14,10000,30000,18.52,41,11,710.02,29.7,0.62,405.9,True,False,False,False,1,1
True,False,False,False,118,False,False,False,9,2000,1000,24.076,1,5,95.53,17.5,2.2,15.2,False,False,False,False,0,1
False,False,False,False,380,False,False,False,17,10000,30000,18.52,32,1,133.56,6.2,2.35,221.1,False,False,True,False,1,1
False,False,True,False,59,False,False,True,5,500,200,37.04,1,3,93.0,14.9,1.78,12.2,True,False,False,False,0,1
False,False,True,False,47,False,False,True,5,500,200,37.04,1,7,21.1,21.2,1.54,8.9,False,False,False,False,0,1
False,False,True,False,45,False,False,True,3,500,200,37.04,1,2,8.99,18.5,1.38,7.0,False,False,False,True,0,1
False,False,False,False,274,False,False,False,12,10000,30000,18.52,20,1,560.78,27.4,0.51,186.9,False,False,True,False,1,1
True,False,False,False,91,False,False,False,8,2000,1000,24.076,1,12,70.48,19.3,0.33,15.6,True,False,False,False,0,1
False,False,True,False,43,False,False,True,3,500,200,37.04,2,4,9.34,6.8,1.88,18.4,True,False,False,False,1,1
True,False,False,False,131,False,False,False,9,2000,1000,24.076,3,1,38.2,17.3,1.9,25.0,False,False,False,True,1,1
False,False,True,False,34,False,False,True,6,500,200,37.04,2,3,59.35,17.9,2.27,16.5,False,True,False,False,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,5,1.44,16.4,1.34,8.0,True,False,False,False,0,0
False,False,False,False,251,False,False,False,12,10000,30000,18.52,31,5,137.93,29.4,0.47,244.7,False,False,True,False,1,1
True,False,False,False,71,False,False,False,8,2000,1000,24.076,2,2,50.04,21.6,1.01,22.3,True,False,False,False,1,1
False,False,True,False,55,False,False,True,6,500,200,37.04,1,6,39.44,5.3,1.78,12.1,False,False,True,False,0,1
False,False,False,False,277,False,False,False,19,10000,30000,18.52,25,4,148.56,26.2,0.96,251.4,False,False,True,False,1,1
True,False,False,False,138,False,False,False,9,2000,1000,24.076,2,6,136.09,27.3,0.45,27.0,False,False,False,False,1,1
False,False,True,False,53,False,False,True,4,500,200,37.04,1,10,47.62,20.6,2.37,11.5,False,False,True,False,0,1
False,False,True,False,36,False,False,True,5,500,200,37.04,1,5,95.25,6.5,1.29,14.3,False,False,False,False,0,1
False,False,False,False,429,False,False,False,18,10000,30000,18.52,19,12,795.94,9.4,2.49,211.2,False,False,True,False,1,1
False,False,True,False,47,False,False,True,4,500,200,37.04,2,8,78.33,9.7,0.47,17.8,False,False,False,True,1,1
True,False,False,False,106,False,False,False,7,2000,1000,24.076,1,6,120.37,14.5,1.5,16.9,True,False,False,False,0,1
False,False,True,False,29,False,False,True,3,500,200,37.04,2,1,10.73,7.1,1.3,19.7,False,False,False,True,1,1
False,False,False,True,30,True,False,False,4,300,100,14.816,1,11,21.88,28.5,0.38,9.3,False,False,True,False,0,1
True,False,False,False,118,False,False,False,9,2000,1000,24.076,1,10,151.25,22.6,1.63,19.5,False,False,False,True,0,1
False,False,False,True,24,True,False,False,3,300,100,14.816,1,8,17.84,24.4,1.63,8.4,False,True,False,False,0,1
False,False,True,False,27,False,False,True,3,500,200,37.04,2,7,44.95,26.5,0.57,15.1,False,False,False,False,1,1
