boat_type,engine_hp,fuel_type,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_kmh,trip_days,trip_month,distance_km,wind_kph,wave_height_m,weather_factor,region,is_multi_day,has_engine,is_deep_sea,fuel_cost_lkr,ice_cost_lkr,water_cost_lkr,total_base_cost_lkr
OBFR,40,Diesel,6,150,50,10,7,6,332.82848275084086,36.22810586836984,1.4606167013842803,1.3408578834764282,South,True,True,True,156196.49322968718,1800.0,250.0,158246.49322968718
IMUL,75,Diesel,2,200,100,12,6,2,194.10596964657827,14.481818003675455,1.3736271757412748,1.1857174434168594,West,True,True,True,125865.9248882062,2400.0,500.0,128765.9248882062
OBFR,40,Diesel,6,150,50,10,2,3,475.8998153637725,22.784330846700865,1.7415034948009778,0.9471955713954748,North,True,True,True,157769.56913917133,1800.0,250.0,159819.56913917133
NMTR,0,None,6,100,30,8,4,5,469.5845876651636,28.500584372515547,1.4269978029266839,1.181726435213661,North,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,6,150,50,10,7,4,62.93134201806609,13.420488089089998,1.0823266257047208,1.0291759350017329,South,True,True,False,22668.59796682495,1800.0,250.0,24718.59796682495
MDBT,120,Diesel,6,800,500,15,5,5,443.200284907988,12.884933952934436,0.7222168069682284,1.2184658408792013,East,True,True,True,378017.0854798192,9600.0,2500.0,390117.0854798192
NMTR,0,None,3,100,30,8,2,3,262.1659485494778,28.286450934317863,1.6241515810274694,0.9779442202739784,West,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,2,300,150,13,4,11,296.9144049503898,36.49002536843322,2.314201024181308,1.4821649124806493,East,True,True,True,251774.31466479364,3600.0,750.0,256124.31466479364
OBFR,40,Diesel,6,150,50,10,7,3,278.78460949522116,5.180828038375866,1.3734088645310203,1.4703807978751315,West,True,True,True,143471.83779071158,1800.0,250.0,145521.83779071158
OBFR,40,Diesel,5,150,50,10,3,9,45.76248224272362,36.632817873600146,1.9815725841051706,0.9431104150571916,South,True,True,False,15105.675767693852,1800.0,250.0,17155.67576769385
IMUL,75,Diesel,3,200,100,12,6,3,376.80687789420506,29.330181270972506,2.8318138774244423,1.1255164023026805,North,True,True,True,231930.9571088076,2400.0,500.0,234830.9571088076
TKBO,85,Diesel,5,300,150,13,2,10,135.04576944274757,7.19868333931491,2.281860445717747,0.9835006235837,South,True,True,True,75986.99142622431,3600.0,750.0,80336.99142622431
MDBT,120,Diesel,3,800,500,15,1,9,308.6001497341405,19.513597745846155,1.3222221406191477,0.980535274827846,West,False,True,True,211815.3328420359,7680.0,1750.0,221245.3328420359
MDBT,120,Diesel,5,800,500,15,6,4,366.4565284491923,38.39439303582793,1.2353969090644288,1.4387196207212158,South,True,True,True,369059.7383348648,9600.0,2500.0,381159.7383348648
NMTR,0,None,2,100,30,8,7,1,455.2145219382981,16.868864348371122,2.881571745080913,0.9731036572099176,South,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,3,100,30,8,2,9,496.8425196961948,38.80017500610417,2.593251731881992,1.0738403751388095,North,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,2,100,30,8,5,6,361.8839906561767,21.586342070781743,0.9128586375495726,1.334659142506997,East,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,2,300,150,13,1,6,373.37583202823885,12.681793893340382,1.4772632523446145,0.8979019851136867,East,False,True,True,191804.4864991538,2880.0,525.0,195209.4864991538
NMTR,0,None,4,100,30,8,7,9,248.76854015406997,20.646817213720716,1.948177778223464,0.9636143140545976,North,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,2,200,100,12,3,2,378.3632244944749,38.50959652851836,0.622188979220873,1.1906229257653556,South,True,True,True,246360.58636307655,2400.0,500.0,249260.58636307655
OBFR,40,Diesel,4,150,50,10,4,3,170.98267909494606,16.657179654021018,2.8736031411904266,1.1029253149669933,South,True,True,True,66003.39381814281,1800.0,250.0,68053.39381814281
TKBO,85,Diesel,5,300,150,13,1,12,239.11553622664297,39.764599832163626,1.1204823442744796,1.3430266973707656,East,False,True,True,183728.30442361755,2880.0,525.0,187133.30442361755
IMUL,75,Diesel,5,200,100,12,2,5,100.28660657046478,37.02168637845507,2.502555193587971,0.9811643087696318,East,True,True,True,53811.20883608865,2400.0,500.0,56711.20883608865
MDBT,120,Diesel,3,800,500,15,5,7,367.64980339212457,10.024299726133343,2.8280196523667724,1.4011335389869055,East,True,True,True,360588.52909425326,9600.0,2500.0,372688.52909425326
MDBT,120,Diesel,2,800,500,15,2,7,217.09731373778638,33.66227558355273,2.3162706050978423,1.4370022965306737,South,True,True,True,218378.53688828743,9600.0,2500.0,230478.53688828743
MDBT,120,Diesel,5,800,500,15,3,4,31.042525134808994,26.896471214668416,1.097792761811712,1.0907451251339806,West,True,True,False,23701.638073849383,9600.0,2500.0,35801.63807384938
OBFR,40,Diesel,6,150,50,10,6,8,67.46626397264376,26.822949247525074,1.388277041510443,0.9023645545655445,South,True,True,False,21307.707833256645,1800.0,250.0,23357.707833256645
IMUL,75,Diesel,6,200,100,12,6,5,108.35337130120935,27.790139171553296,1.1422770285678268,0.9901092599332426,West,True,True,True,58669.666710327,2400.0,500.0,61569.666710327
MDBT,120,Diesel,6,800,500,15,1,4,462.8344140384191,22.30984608545553,1.9274576976073297,0.9770662397712748,South,False,True,True,316553.9163928816,7680.0,1750.0,325983.9163928816
NMTR,0,None,5,100,30,8,2,10,182.89624046598715,24.20068671507033,1.5033240942965935,1.2007636578542509,East,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,3,100,30,8,4,4,469.35382028503284,10.664895771457235,0.9625515464251156,0.9743040154299024,North,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,5,150,50,10,2,10,272.1051786815167,17.51207924721069,1.7567838840300702,1.174162570695807,North,True,True,True,111823.50063511604,1800.0,250.0,113873.50063511604
MDBT,120,Diesel,5,800,500,15,5,1,120.46089110274775,12.779990676306761,1.9150756468385925,0.9258023545681433,South,True,True,True,78066.0836314104,9600.0,2500.0,90166.0836314104
OBFR,40,Diesel,3,150,50,10,6,1,197.47755195674108,39.10840049198553,0.811991101645816,1.460507206700966,East,True,True,True,100946.08572806968,1800.0,250.0,102996.08572806968
MDBT,120,Diesel,5,800,500,15,2,8,255.15487133760865,23.293742822105138,2.0415245053194204,1.2344237752371419,West,True,True,True,220478.46768270267,9600.0,2500.0,232578.46768270267
MDBT,120,Diesel,4,800,500,15,5,1,341.96396953172354,17.14026665970483,2.4386010447547344,0.9846478114103775,North,True,True,True,235699.8519264316,9600.0,2500.0,247799.8519264316
OBFR,40,Diesel,4,150,50,10,4,4,244.17282048075182,20.15124894393278,1.1996841254180852,1.0242021257997225,East,True,True,True,87528.81262961501,1800.0,250.0,89578.81262961501
IMUL,75,Diesel,4,200,100,12,5,7,234.07096505077237,17.411130024345873,1.3739910845187862,0.8940226736862663,West,True,True,True,114441.66016008693,2400.0,500.0,117341.66016008693
IMUL,75,Diesel,5,200,100,12,5,10,489.9553465978236,30.586406836041604,2.9030403681091257,1.1157738365509755,West,True,True,True,298965.2732566263,2400.0,500.0,301865.2732566263
TKBO,85,Diesel,3,300,150,13,7,6,46.13648579731107,20.811534858139453,0.5925198622518331,1.080578044321641,North,True,True,False,28522.28248929354,3600.0,750.0,32872.28248929354
IMUL,75,Diesel,4,200,100,12,3,9,128.02618119758665,25.094108304510257,2.5519571911109535,1.4379941024539051,West,True,True,True,100680.17614474783,2400.0,500.0,103580.17614474783
NMTR,0,None,2,100,30,8,3,5,125.22721443877684,20.394648740152,1.6680690222519066,0.9553558908559275,South,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,3,150,50,10,1,12,287.426460193377,35.242860893843506,2.800318089522215,1.2064104932943869,West,False,True,True,121364.00416971301,1440.0,175.0,122979.00416971301
MDBT,120,Diesel,4,800,500,15,4,9,355.08020023291016,33.87120600639085,0.7557457934716278,0.9927155402689322,South,True,True,True,246745.5429691098,9600.0,2500.0,258845.5429691098
OBFR,40,Diesel,6,150,50,10,1,6,260.8275142393426,34.84490092882883,2.776254125168185,0.9076944478414991,West,False,True,True,82863.09028177279,1440.0,175.0,84478.09028177279
IMUL,75,Diesel,3,200,100,12,2,3,146.52515633122997,37.0650884493722,2.2305272536891576,1.003822912959623,North,True,True,True,80437.27849624657,2400.0,500.0,83337.27849624657
NMTR,0,None,6,100,30,8,4,1,367.4780266184864,33.032454823697094,1.2642262535915547,1.0356872040068916,East,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,2,200,100,12,3,5,129.55666320966554,21.759078156948732,1.5381375808688766,1.1236921895044585,North,True,True,True,79615.0526428692,2400.0,500.0,82515.0526428692
IMUL,75,Diesel,6,200,100,12,7,6,219.77646044636478,7.603657506172938,1.6505570446042725,1.47538899767944,South,True,True,True,177327.37514378753,2400.0,500.0,180227.37514378753
MDBT,120,Diesel,6,800,500,15,4,3,161.42198209942802,22.28703548854348,2.9800894670046842,1.4206478637028324,East,True,True,True,160526.6558169605,9600.0,2500.0,172626.6558169605
NMTR,0,None,5,100,30,8,1,10,253.4173853018891,38.03767677286035,1.5352532832253805,1.4155020383502195,North,False,False,True,0.0,960.0,105.0,1065.0
OBFR,40,Diesel,3,150,50,10,2,7,358.7439955829369,29.1596169653976,1.522497488424266,1.0089097367380966,North,True,True,True,126679.10854898383,1800.0,250.0,128729.10854898383
NMTR,0,None,4,100,30,8,2,8,173.79282407796293,24.060269433722333,1.5993837033670952,1.217813237518147,West,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,2,800,500,15,4,4,483.788508880151,7.9275331385006655,1.4560609134063147,0.9155326035639688,West,True,True,True,310046.9071765624,9600.0,2500.0,322146.9071765624
MDBT,120,Diesel,2,800,500,15,3,10,180.38205227326952,17.012145853469956,1.0281423945774697,1.3469608074371657,South,True,True,True,170077.2883440233,9600.0,2500.0,182177.2883440233
TKBO,85,Diesel,5,300,150,13,4,5,145.09498478574096,26.90679350005528,2.2978053951270248,1.339813557784336,South,True,True,True,111219.36108707346,3600.0,750.0,115569.36108707346
TKBO,85,Diesel,2,300,150,13,3,5,276.08192097000466,12.671585104664704,0.5703050900793942,1.388699068003291,South,True,True,True,219346.00987927328,3600.0,750.0,223696.00987927328
IMUL,75,Diesel,4,200,100,12,7,9,389.4760070673515,14.876897917413752,0.8113908877343439,1.0908138565603311,North,True,True,True,232337.56071468713,2400.0,500.0,235237.56071468713
NMTR,0,None,2,100,30,8,3,7,71.14800582673332,5.971091036557498,1.779266590118875,1.4048487965066918,East,True,False,False,0.0,1200.0,150.0,1350.0
NMTR,0,None,4,100,30,8,1,9,424.94970894431657,18.30781057868851,2.1792283744889236,1.1588943158233906,East,False,False,True,0.0,960.0,105.0,1065.0
IMUL,75,Diesel,5,200,100,12,4,2,359.0817931232344,23.125790675123703,2.2535692184025984,0.8274475503712089,South,True,True,True,162488.2383374258,2400.0,500.0,165388.2383374258
OBFR,40,Diesel,4,150,50,10,4,7,439.9572870206112,35.45199053813624,1.762397163291849,1.253415966263465,West,True,True,True,193007.3208089572,1800.0,250.0,195057.3208089572
TKBO,85,Diesel,4,300,150,13,5,10,23.551731845000017,20.03227239853896,2.1889997549077025,0.8089872201487412,East,True,True,False,10900.543071740589,3600.0,750.0,15250.543071740589
TKBO,85,Diesel,2,300,150,13,7,1,95.30587100171944,8.533385697352422,2.951771620132536,1.1706207958604045,South,True,True,False,63829.21688895202,3600.0,750.0,68179.21688895201
IMUL,75,Diesel,2,200,100,12,4,7,381.60063217934976,38.198727609431636,2.3436881312662763,1.2454001577761056,East,True,True,True,259899.87598948178,2400.0,500.0,262799.8759894818
NMTR,0,None,4,100,30,8,5,2,452.2966581153662,21.06490505541677,1.231767579430326,1.4179492656534447,East,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,6,150,50,10,6,9,179.18436719569775,22.76167216701382,1.6058772230214973,0.8095649523570714,East,True,True,True,50771.48429217096,1800.0,250.0,52821.48429217096
TKBO,85,Diesel,2,300,150,13,7,5,31.204699162093945,23.864290592242615,1.954049368581554,1.198635142148536,West,True,True,False,21398.85977349613,3600.0,750.0,25748.85977349613
NMTR,0,None,2,100,30,8,1,2,299.4700843410701,35.508222066980046,1.7528494171611717,0.9490300796495498,South,False,False,True,0.0,960.0,105.0,1065.0
TKBO,85,Diesel,6,300,150,13,7,3,434.8003084442403,25.53341658309991,1.9699191923849848,1.07386832787112,South,True,True,True,267131.1314530613,3600.0,750.0,271481.1314530613
OBFR,40,Diesel,6,150,50,10,5,6,465.9057434738331,5.718730268633148,1.3453719513347697,1.3685501525675745,North,True,True,True,223165.38170962824,1800.0,250.0,225215.38170962824
OBFR,40,Diesel,3,150,50,10,4,1,391.379324318025,16.960445989621583,2.188453163945699,1.1231942290118928,East,True,True,True,153858.24945000286,1800.0,250.0,155908.24945000286
OBFR,40,Diesel,5,150,50,10,7,7,374.8294947785338,5.255219360578025,2.1104833876151012,0.9374759686840852,West,True,True,True,122987.77529810528,1800.0,250.0,125037.77529810528
MDBT,120,Diesel,4,800,500,15,3,6,242.11568961693087,19.404026906127697,2.807913725610998,1.1367074383146887,East,True,True,True,192650.29372417904,9600.0,2500.0,204750.29372417904
TKBO,85,Diesel,6,300,150,13,7,5,372.03205480242747,11.968309157427342,1.3832770827424785,1.2197460086767016,East,True,True,True,259617.15893971772,3600.0,750.0,263967.1589397177
MDBT,120,Diesel,4,800,500,15,1,12,304.65027918792384,31.512254250925903,2.569641810769072,1.2375070053005044,East,False,True,True,263904.79826326715,7680.0,1750.0,273334.79826326715
TKBO,85,Diesel,6,300,150,13,2,12,380.91943134836373,17.199359511145836,2.8157345578581885,1.0295247890255446,South,True,True,True,224364.20031809565,3600.0,750.0,228714.20031809565
TKBO,85,Diesel,4,300,150,13,2,12,433.178328764067,10.336937876976194,2.664104494551069,1.3520801596979806,West,True,True,True,335083.3031155282,3600.0,750.0,339433.3031155282
IMUL,75,Diesel,5,200,100,12,5,11,117.58710285973785,8.553183273883167,1.7964909075369686,1.1254950711493683,North,True,True,True,72375.46350746728,2400.0,500.0,75275.46350746728
TKBO,85,Diesel,6,300,150,13,2,8,370.29447216413394,35.96661817313012,2.572733433807606,1.082341400030312,South,True,True,True,229295.28583484655,3600.0,750.0,233645.28583484655
TKBO,85,Diesel,4,300,150,13,1,7,428.8161746922302,5.235383863204042,1.8726788331816273,1.4348662127754006,West,False,True,True,352019.0722420169,2880.0,525.0,355424.0722420169
IMUL,75,Diesel,4,200,100,12,3,11,156.42653166607124,23.70531335800596,1.9069635659210569,1.058462683964568,East,True,True,True,90546.99420732562,2400.0,500.0,93446.99420732562
IMUL,75,Diesel,2,200,100,12,1,7,370.25724343950344,16.197185784698778,2.322380365872702,1.2349855848879745,West,False,True,True,250065.35222164143,1920.0,350.0,252335.35222164143
OBFR,40,Diesel,2,150,50,10,1,3,221.6334054190866,34.18470063950717,0.9274230576599652,1.2805566956406642,East,False,True,True,99334.94945046863,1440.0,175.0,100949.94945046863
OBFR,40,Diesel,2,150,50,10,7,2,190.8596281358423,30.392073650522402,1.1612274616748928,1.1802865299573049,South,True,True,True,78844.16687048822,1800.0,250.0,80894.16687048822
NMTR,0,None,3,100,30,8,6,8,189.1517442193149,31.635704055612653,2.631500457893099,1.3937651510843958,East,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,2,150,50,10,3,2,55.570152219659796,29.547641353798372,1.6988524375485141,1.4936212772917739,East,True,True,False,29050.266608169295,1800.0,250.0,31100.266608169295
TKBO,85,Diesel,3,300,150,13,7,10,175.3435658403694,34.739686084726145,0.5717193958853118,1.4182433457507235,North,True,True,True,142273.5654390559,3600.0,750.0,146623.5654390559
NMTR,0,None,4,100,30,8,4,5,364.3088585028415,36.65175893753877,1.747640371376903,1.203859472284131,North,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,2,100,30,8,1,8,335.7738034871117,15.062325811195562,1.9176932343122042,1.3288086924992657,South,False,False,True,0.0,960.0,105.0,1065.0
TKBO,85,Diesel,4,300,150,13,1,5,108.83692007233415,11.55334629285877,1.2302194962154827,0.8840036577981337,West,False,True,True,55044.50008771035,2880.0,525.0,58449.50008771035
MDBT,120,Diesel,4,800,500,15,3,12,456.21563675628556,14.193400134275551,0.6149086124917618,1.4756401382036974,North,True,True,True,471247.0736916131,9600.0,2500.0,483347.0736916131
NMTR,0,None,3,100,30,8,4,4,464.85263898872364,25.618585532795855,2.1629103578499245,1.1834235925473817,West,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,5,150,50,10,6,1,21.538507053973852,9.579204821011928,2.5323112589239996,1.4591984618907796,South,True,True,False,11000.134727603823,1800.0,250.0,13050.134727603823
IMUL,75,Diesel,4,200,100,12,6,10,477.5454357017178,7.661252257843633,2.173413991256057,0.9965090252803017,East,True,True,True,260245.9653599399,2400.0,500.0,263145.9653599399
TKBO,85,Diesel,2,300,150,13,1,2,61.48253417407604,23.403507078913197,1.916282368766346,1.3924693866633928,South,False,True,False,48980.25505564675,2880.0,525.0,52385.25505564675
NMTR,0,None,3,100,30,8,5,3,293.14048320784383,7.611111544004654,2.1615587224065953,0.8066063613846939,East,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,4,800,500,15,5,12,113.88695381628482,24.817270394973267,2.6296493453852126,1.3941830810782776,North,True,True,True,111145.48491634523,9600.0,2500.0,123245.48491634523
IMUL,75,Diesel,6,200,100,12,5,2,58.21748279665677,33.287956968116774,1.5701316099182,1.2216001289386578,West,True,True,False,38892.92120595,2400.0,500.0,41792.92120595
NMTR,0,None,2,100,30,8,2,12,479.3590948339226,35.34557181956913,2.7089501814567765,1.2869413762388406,West,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,6,300,150,13,4,2,362.4351790815643,35.675953627612174,2.4201719976860874,0.8665974438606473,East,True,True,True,179693.0892842014,3600.0,750.0,184043.0892842014
TKBO,85,Diesel,6,300,150,13,7,9,388.50924200446485,7.5238815659205684,1.258456516320468,1.2222017892605959,West,True,True,True,271661.3759419906,3600.0,750.0,276011.3759419906
IMUL,75,Diesel,4,200,100,12,2,7,305.1334589414878,35.83129534918534,1.0834028978030492,1.4828389787318892,South,True,True,True,247441.13331531815,2400.0,500.0,250341.13331531815
NMTR,0,None,5,100,30,8,4,7,51.50286748653129,28.882221569970717,0.5093767025183056,1.3929948575672788,West,True,False,False,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,4,300,150,13,1,11,396.61927987736374,21.215205595607067,1.7934376643795076,1.1487482509719191,South,False,True,True,260664.75376559026,2880.0,525.0,264069.75376559026
MDBT,120,Diesel,5,800,500,15,7,4,190.84429731573866,31.784604999057986,2.7469850230897075,1.0711525565648574,West,True,True,True,143096.34988290403,9600.0,2500.0,155196.34988290403
MDBT,120,Diesel,3,800,500,15,4,5,491.0613754433227,31.94867668581475,0.7976004585638805,1.0364086188029937,East,True,True,True,356258.1693094986,9600.0,2500.0,368358.1693094986
NMTR,0,None,4,100,30,8,4,7,219.44563681377136,29.045405122420874,2.579393863152261,1.1843636733654606,North,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,5,800,500,15,4,1,255.8797469559916,25.566841037297134,1.928175990300333,0.9340121253761522,West,True,True,True,167296.3504065544,9600.0,2500.0,179396.3504065544
OBFR,40,Diesel,4,150,50,10,4,7,46.21273242994093,27.042606663048982,1.1607031741568048,0.8383114065122069,North,True,True,False,13559.23125274062,1800.0,250.0,15609.23125274062
OBFR,40,Diesel,2,150,50,10,5,5,340.81378411984116,34.335445536409836,0.6787748421965483,1.3902734832992674,North,True,True,True,165838.52838164367,1800.0,250.0,167888.52838164367
IMUL,75,Diesel,6,200,100,12,6,6,312.8142149250406,22.771297693304458,2.3082019356623453,1.2503920607612553,North,True,True,True,213904.9121756836,2400.0,500.0,216804.9121756836
MDBT,120,Diesel,3,800,500,15,1,6,375.9695497058644,21.301879506613236,0.7038666451803939,1.443796365424372,East,False,True,True,379976.42856289534,7680.0,1750.0,389406.42856289534
OBFR,40,Diesel,3,150,50,10,5,4,377.6614072373859,6.757044740338872,0.8661272060457182,1.1616737889121833,West,True,True,True,153551.77525497638,1800.0,250.0,155601.77525497638
NMTR,0,None,4,100,30,8,2,12,209.13792623451317,30.687424147242705,2.0053053291010587,1.1819726781650486,South,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,2,100,30,8,6,9,449.2043647916333,8.244548516228544,2.9945369224289453,1.129456838364197,West,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,6,200,100,12,5,2,56.56151465895897,28.362963834059975,0.9107159596873261,0.9559863017783679,South,True,True,False,29570.643168172486,2400.0,500.0,32470.643168172486
OBFR,40,Diesel,3,150,50,10,1,7,298.3688258427032,6.552080023124074,2.007489444230245,0.9929329905292452,South,False,True,True,103691.08768364319,1440.0,175.0,105306.08768364319
IMUL,75,Diesel,2,200,100,12,2,6,370.8098003852995,7.749904287295209,0.6246620464314907,0.9070508086870053,North,True,True,True,183937.7582156149,2400.0,500.0,186837.7582156149
MDBT,120,Diesel,2,800,500,15,7,5,376.1959793463153,31.737823288723163,2.2091717947596674,1.4261898100801986,South,True,True,True,375568.810635799,9600.0,2500.0,387668.810635799
IMUL,75,Diesel,3,200,100,12,6,1,394.7384030486805,23.972973383135994,1.4996349889076506,0.8444201346570264,West,True,True,True,182287.1397028644,2400.0,500.0,185187.1397028644
MDBT,120,Diesel,5,800,500,15,3,2,499.31332358755265,38.97978722919322,0.8863904273149904,0.8719811218601966,North,True,True,True,304774.25444313226,9600.0,2500.0,316874.25444313226
OBFR,40,Diesel,3,150,50,10,4,5,395.5446684274407,7.771571032201854,1.2433887922494664,1.1698431516338055,West,True,True,True,161953.82753378703,1800.0,250.0,164003.82753378703
TKBO,85,Diesel,6,300,150,13,7,8,292.26304252210707,13.148673652794615,2.993915901390382,1.3539922932561157,West,True,True,True,226398.591126171,3600.0,750.0,230748.591126171
NMTR,0,None,6,100,30,8,4,1,353.5872033644831,37.47799905976394,1.6199912811585035,1.3469907721782153,South,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,2,300,150,13,2,6,163.7902472714224,8.336828396098053,0.6410374909569554,1.2252488177355527,East,True,True,True,114814.29332829315,3600.0,750.0,119164.29332829315
TKBO,85,Diesel,5,300,150,13,6,4,325.4454492372464,18.20595646961135,2.93577156811205,1.49479803603354,North,True,True,True,278319.95665553265,3600.0,750.0,282669.95665553265
IMUL,75,Diesel,3,200,100,12,5,6,409.20980757473103,16.453133328722778,2.043915221526327,1.0266150095862097,North,True,True,True,229742.69638146283,2400.0,500.0,232642.69638146283
NMTR,0,None,4,100,30,8,1,3,420.2352071961376,23.53408119729515,2.633849094991934,1.1511163518616994,East,False,False,True,0.0,960.0,105.0,1065.0
MDBT,120,Diesel,2,800,500,15,4,1,313.11415207933834,32.44765617762715,1.0850342078046689,1.3665089424884198,South,True,True,True,299511.30218526645,9600.0,2500.0,311611.30218526645
NMTR,0,None,2,100,30,8,7,7,248.56921735111328,24.6810912402044,1.3393158247710888,1.4285771052505045,West,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,5,300,150,13,6,8,319.0533971985941,13.703750646673214,1.9888862497798805,1.154632421023464,South,True,True,True,210761.24123431568,3600.0,750.0,215111.24123431568
MDBT,120,Diesel,6,800,500,15,1,12,277.8755758220986,9.66596489118746,2.724026468605646,1.4963888693063399,South,False,True,True,291066.9430985947,7680.0,1750.0,300496.9430985947
MDBT,120,Diesel,5,800,500,15,2,10,100.10579157562478,24.921457026829483,1.9645775499078066,0.8318192608737524,South,True,True,True,58288.947890332674,9600.0,2500.0,70388.94789033267
OBFR,40,Diesel,6,150,50,10,1,9,321.35057512647893,8.101976446694772,0.6128304423779158,1.1759017550934923,South,False,True,True,132256.8468520354,1440.0,175.0,133871.8468520354
TKBO,85,Diesel,3,300,150,13,4,2,499.3854680599768,23.93560366152833,1.7560099368875752,1.4473759374602473,East,True,True,True,413524.14754083013,3600.0,750.0,417874.14754083013
OBFR,40,Diesel,6,150,50,10,3,10,413.47357188314203,10.983524363609906,1.3354035652464664,1.2892122298617565,North,True,True,True,186569.3149587298,1800.0,250.0,188619.3149587298
IMUL,75,Diesel,2,200,100,12,6,11,339.16083032079996,6.433871332523639,1.105513048356951,1.2729263053158637,South,True,True,True,236100.56238568865,2400.0,500.0,239000.56238568865
OBFR,40,Diesel,6,150,50,10,6,12,70.92366763869764,15.585857611189706,0.6710876616407064,1.233211101047466,North,True,True,False,30612.348990664996,1800.0,250.0,32662.348990664996
MDBT,120,Diesel,4,800,500,15,2,8,174.41679576851215,37.20242240083077,2.153685115021719,0.8709738062391051,North,True,True,True,106338.72233777077,9600.0,2500.0,118438.72233777077
NMTR,0,None,5,100,30,8,2,10,329.5778391510606,25.0253573894133,2.474742092123666,1.409328781083378,South,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,4,150,50,10,6,5,474.2040616945259,13.097374584778207,2.3323280044536254,1.4436001263019116,South,True,True,True,239596.36517428394,1800.0,250.0,241646.36517428394
MDBT,120,Diesel,4,800,500,15,4,9,356.4211072995627,12.134764723776733,2.7698714725596165,1.1755613489668857,West,True,True,True,293296.41438814154,9600.0,2500.0,305396.41438814154
IMUL,75,Diesel,2,200,100,12,6,6,112.61223185549439,14.41990796748703,0.8769195665094451,1.4724887978445098,West,True,True,True,90682.94916815539,2400.0,500.0,93582.94916815539
OBFR,40,Diesel,5,150,50,10,6,6,478.7735480257289,34.01305911870611,1.2100164290428497,1.4839294844897803,South,True,True,True,248663.16450820706,1800.0,250.0,250713.16450820706
NMTR,0,None,4,100,30,8,5,7,62.94078185268653,7.165402341230841,2.2753179231515874,0.940035644028822,North,True,False,False,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,6,200,100,12,1,11,335.2265226357922,32.273428139074845,2.5544012066832744,1.1178460149263516,West,False,True,True,204931.36148298992,1920.0,350.0,207201.36148298992
NMTR,0,None,3,100,30,8,4,10,190.92016083804708,12.50570737587914,1.9530083675680927,0.9416400806866878,East,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,2,200,100,12,2,7,363.8838032855823,27.936817660667543,1.1163177980564338,0.8011478966925603,South,True,True,True,159427.59417961992,2400.0,500.0,162327.59417961992
NMTR,0,None,6,100,30,8,5,11,182.31679174852707,21.27071992496286,1.0765248834589376,1.2284049861462534,South,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,4,800,500,15,7,5,162.85488346188367,16.034976438813555,2.3001334760399925,0.8769318485208485,North,True,True,True,99968.84379641392,9600.0,2500.0,112068.84379641392
MDBT,120,Diesel,3,800,500,15,3,1,75.018428754841,26.400986471780147,2.5772249635939715,1.2159813987636676,East,True,True,False,63854.709751254864,9600.0,2500.0,75954.70975125486
OBFR,40,Diesel,4,150,50,10,4,2,328.874609640834,33.45107473809627,0.8882446140531051,0.8011897495950923,East,True,True,True,92221.83815121322,1800.0,250.0,94271.83815121322
OBFR,40,Diesel,4,150,50,10,2,12,228.20600925022734,18.27907800643463,0.9710039749845607,1.0095652114414266,North,True,True,True,80636.09679331847,1800.0,250.0,82686.09679331847
OBFR,40,Diesel,6,150,50,10,6,9,297.87122757536207,16.38599332919551,2.492327255290641,1.151387910005764,East,True,True,True,120037.86555909661,1800.0,250.0,122087.86555909661
TKBO,85,Diesel,3,300,150,13,1,3,122.60651977112325,35.08482998784429,1.962082067228495,0.8463792672904505,East,False,True,True,59369.33821106219,2880.0,525.0,62774.33821106219
