fish_id,left_image,right_image,species,grade
makerel_152_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_152_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_152_B_R.JPG,makerel,B
makerel_153_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_153_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_153_B_R.JPG,makerel,B
makerel_154_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_154_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_154_B_R.JPG,makerel,B
makerel_155_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_155_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_155_B_R.JPG,makerel,B
makerel_156_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_156_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_156_B_R.JPG,makerel,B
makerel_157_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_157_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_157_B_R.JPG,makerel,B
makerel_158_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_158_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_158_B_R.JPG,makerel,B
makerel_159_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_159_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_159_B_R.JPG,makerel,B
makerel_160_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_160_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_160_B_R.JPG,makerel,B
makerel_161_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_161_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_161_B_R.JPG,makerel,B
makerel_162_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_162_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_162_B_R.JPG,makerel,B
makerel_163_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_163_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_163_B_R.JPG,makerel,B
makerel_164_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_164_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_164_B_R.JPG,makerel,B
makerel_165_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_165_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_165_B_R.JPG,makerel,B
makerel_166_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_166_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_166_B_R.JPG,makerel,B
makerel_167_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_167_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_167_B_R.JPG,makerel,B
makerel_168_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_168_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_168_B_R.JPG,makerel,B
makerel_169_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_169_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_169_B_R.JPG,makerel,B
makerel_170_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_170_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_170_B_R.JPG,makerel,B
makerel_171_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_171_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_171_B_R.JPG,makerel,B
makerel_172_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_172_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_172_B_R.JPG,makerel,B
makerel_173_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_173_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_173_B_R.JPG,makerel,B
makerel_174_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_174_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_174_B_R.JPG,makerel,B
makerel_175_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_175_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_175_B_R.JPG,makerel,B
makerel_176_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_176_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_176_B_R.JPG,makerel,B
makerel_177_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_177_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_177_B_R.JPG,makerel,B
makerel_178_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_178_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_178_B_R.JPG,makerel,B
makerel_001_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_001_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_001_C_R.JPG,makerel,C
makerel_002_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_002_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_002_C_R.JPG,makerel,C
makerel_003_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_003_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_003_C_R.JPG,makerel,C
makerel_004_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_004_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_004_C_R.JPG,makerel,C
makerel_005_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_005_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_005_C_R.JPG,makerel,C
makerel_006_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_006_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_006_C_R.JPG,makerel,C
makerel_007_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_007_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_007_C_R.JPG,makerel,C
makerel_008_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_008_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_008_C_R.JPG,makerel,C
makerel_009_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_009_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_009_C_R.JPG,makerel,C
makerel_010_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_010_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_010_C_R.JPG,makerel,C
makerel_011_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_011_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_011_C_R.JPG,makerel,C
makerel_012_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_012_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_012_C_R.JPG,makerel,C
makerel_013_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_013_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_013_C_R.JPG,makerel,C
makerel_014_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_014_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_014_C_R.JPG,makerel,C
makerel_015_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_015_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_015_C_R.JPG,makerel,C
makerel_016_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_016_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_016_C_R.JPG,makerel,C
makerel_017_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_017_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_017_C_R.JPG,makerel,C
makerel_018_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_018_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_018_C_R.JPG,makerel,C
makerel_019_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_019_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_019_C_R.JPG,makerel,C
makerel_020_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_020_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_020_C_R.JPG,makerel,C
makerel_021_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_021_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_021_C_R.JPG,makerel,C
makerel_022_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_022_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_022_C_R.JPG,makerel,C
makerel_023_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_023_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_023_C_R.JPG,makerel,C
makerel_024_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_024_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_024_C_R.JPG,makerel,C
makerel_025_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_025_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_025_C_R.JPG,makerel,C
makerel_026_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_026_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_026_C_R.JPG,makerel,C
makerel_027_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_027_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_027_C_R.JPG,makerel,C
makerel_028_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_028_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_028_C_R.JPG,makerel,C
makerel_029_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_029_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_029_C_R.JPG,makerel,C
makerel_030_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_030_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_030_C_R.JPG,makerel,C
makerel_031_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_031_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_031_C_R.JPG,makerel,C
makerel_032_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_032_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_032_C_R.JPG,makerel,C
makerel_033_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_033_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_033_C_R.JPG,makerel,C
makerel_034_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_034_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_034_C_R.JPG,makerel,C
makerel_035_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_035_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_035_C_R.JPG,makerel,C
makerel_036_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_036_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_036_C_R.JPG,makerel,C
makerel_037_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_037_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_037_C_R.JPG,makerel,C
makerel_038_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_038_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_038_C_R.JPG,makerel,C
makerel_039_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_039_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_039_C_R.JPG,makerel,C
makerel_040_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_040_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_040_C_R.JPG,makerel,C
makerel_041_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_041_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_041_C_R.JPG,makerel,C
makerel_042_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_042_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_042_C_R.JPG,makerel,C
makerel_043_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_043_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_043_C_R.JPG,makerel,C
makerel_044_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_044_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_044_C_R.JPG,makerel,C
makerel_045_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_045_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_045_C_R.JPG,makerel,C
makerel_046_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_046_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_046_C_R.JPG,makerel,C
makerel_047_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_047_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_047_C_R.JPG,makerel,C
makerel_048_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_048_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_048_C_R.JPG,makerel,C
makerel_049_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_049_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_049_C_R.JPG,makerel,C
makerel_050_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_050_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_050_C_R.JPG,makerel,C
makerel_051_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_051_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_051_C_R.JPG,makerel,C
makerel_052_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_052_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_052_C_R.JPG,makerel,C
makerel_053_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_053_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_053_C_R.JPG,makerel,C
makerel_054_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_054_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_054_C_R.JPG,makerel,C
makerel_055_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_055_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_055_C_R.JPG,makerel,C
makerel_056_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_056_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_056_C_R.JPG,makerel,C
makerel_057_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_057_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_057_C_R.JPG,makerel,C
makerel_058_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_058_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_058_C_R.JPG,makerel,C
makerel_059_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_059_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_059_C_R.JPG,makerel,C
makerel_060_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_060_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_060_C_R.JPG,makerel,C
makerel_061_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_061_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_061_C_R.JPG,makerel,C
makerel_062_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_062_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_062_C_R.JPG,makerel,C
makerel_063_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_063_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_063_C_R.JPG,makerel,C
makerel_064_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_064_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_064_C_R.JPG,makerel,C
makerel_065_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_065_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_065_C_R.JPG,makerel,C
makerel_066_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_066_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_066_C_R.JPG,makerel,C
makerel_067_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_067_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_067_C_R.JPG,makerel,C
makerel_068_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_068_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_068_C_R.JPG,makerel,C
makerel_069_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_069_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_069_C_R.JPG,makerel,C
makerel_070_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_070_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_070_C_R.JPG,makerel,C
makerel_071_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_071_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_071_C_R.JPG,makerel,C
makerel_072_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_072_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_072_C_R.JPG,makerel,C
makerel_073_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_073_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_073_C_R.JPG,makerel,C
makerel_074_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_074_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_074_C_R.JPG,makerel,C
makerel_075_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_075_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_075_C_R.JPG,makerel,C
makerel_076_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_076_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_076_C_R.JPG,makerel,C
makerel_077_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_077_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_077_C_R.JPG,makerel,C
makerel_078_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_078_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_078_C_R.JPG,makerel,C
makerel_079_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_079_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_079_C_R.JPG,makerel,C
makerel_080_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_080_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_080_C_R.JPG,makerel,C
makerel_081_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_081_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_081_C_R.JPG,makerel,C
makerel_082_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_082_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_082_C_R.JPG,makerel,C
makerel_083_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_083_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_083_C_R.JPG,makerel,C
makerel_084_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_084_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_084_C_R.JPG,makerel,C
makerel_085_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_085_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_085_C_R.JPG,makerel,C
makerel_086_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_086_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_086_C_R.JPG,makerel,C
makerel_087_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_087_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_087_C_R.JPG,makerel,C
makerel_088_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_088_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_088_C_R.JPG,makerel,C
makerel_089_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_089_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_089_C_R.JPG,makerel,C
makerel_090_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_090_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_090_C_R.JPG,makerel,C
makerel_091_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_091_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_091_C_R.JPG,makerel,C
makerel_092_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_092_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_092_C_R.JPG,makerel,C
makerel_093_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_093_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_093_C_R.JPG,makerel,C
makerel_094_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_094_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_094_C_R.JPG,makerel,C
makerel_095_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_095_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_095_C_R.JPG,makerel,C
makerel_096_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_096_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_096_C_R.JPG,makerel,C
makerel_097_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_097_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_097_C_R.JPG,makerel,C
makerel_098_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_098_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_098_C_R.JPG,makerel,C
makerel_099_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_099_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_099_C_R.JPG,makerel,C
makerel_100_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_100_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_100_C_R.JPG,makerel,C
makerel_101_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_101_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_101_C_R.JPG,makerel,C
makerel_102_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_102_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_102_C_R.JPG,makerel,C
makerel_103_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_103_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_103_C_R.JPG,makerel,C
makerel_104_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_104_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_104_C_R.JPG,makerel,C
makerel_105_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_105_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_105_C_R.JPG,makerel,C
makerel_106_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_106_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_106_C_R.JPG,makerel,C
makerel_107_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_107_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_107_C_R.JPG,makerel,C
makerel_108_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_108_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_108_C_R.JPG,makerel,C
makerel_109_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_109_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_109_C_R.JPG,makerel,C
makerel_110_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_110_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_110_C_R.JPG,makerel,C
makerel_111_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_111_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_111_C_R.JPG,makerel,C
makerel_112_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_112_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_112_C_R.JPG,makerel,C
makerel_113_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_113_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_113_C_R.JPG,makerel,C
makerel_114_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_114_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_114_C_R.JPG,makerel,C
makerel_115_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_115_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_115_C_R.JPG,makerel,C
makerel_116_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_116_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_116_C_R.JPG,makerel,C
makerel_117_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_117_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_117_C_R.JPG,makerel,C
makerel_118_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_118_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_118_C_R.JPG,makerel,C
makerel_119_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_119_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_119_C_R.JPG,makerel,C
makerel_120_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_120_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_120_C_R.JPG,makerel,C
makerel_121_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_121_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_121_C_R.JPG,makerel,C
makerel_122_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_122_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_122_C_R.JPG,makerel,C
makerel_123_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_123_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_123_C_R.JPG,makerel,C
makerel_124_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_124_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_124_C_R.JPG,makerel,C
